2,"SELECT dbo.fIAUFromEq(s.ra,s.[dec]) as SDSSname, s.specObjID, s.objID, s.ra, s.dec, s.specobjid,  s.class, s.subclass, s.z, s.zwarning into mydb.MyTable_# from SpecPhotoAll as s   JOIN galSpecLine as g ON  g.specobjid = s.specobjid WHERE s.class = &&& AND s.subclass = &&& AND s.zwarning = # ORDER BY s.ra"
2019-09-25 14:14:00,1
2019-09-25 14:16:00,1
