345,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-25 00:42:00,8
2019-09-25 00:45:00,1
2019-09-25 00:48:00,2
2019-09-25 01:37:00,4
2019-09-25 01:38:00,6
2019-09-25 01:39:00,2
2019-09-25 01:41:00,1
2019-09-25 01:42:00,1
2019-09-25 01:54:00,8
2019-09-25 01:55:00,2
2019-09-25 01:57:00,1
2019-09-25 01:59:00,2
2019-09-25 02:09:00,8
2019-09-25 02:11:00,4
2019-09-25 02:13:00,2
2019-09-25 02:24:00,4
2019-09-25 02:25:00,6
2019-09-25 02:26:00,2
2019-09-25 02:29:00,2
2019-09-25 02:39:00,2
2019-09-25 02:40:00,6
2019-09-25 02:41:00,4
2019-09-25 02:44:00,2
2019-09-25 02:55:00,2
2019-09-25 02:56:00,8
2019-09-25 02:57:00,1
2019-09-25 03:00:00,2
2019-09-25 03:11:00,6
2019-09-25 03:12:00,2
2019-09-25 03:14:00,4
2019-09-25 03:16:00,2
2019-09-25 03:26:00,8
2019-09-25 03:28:00,4
2019-09-25 03:31:00,2
2019-09-25 03:41:00,8
2019-09-25 03:43:00,2
2019-09-25 03:44:00,2
2019-09-25 03:46:00,2
2019-09-25 03:56:00,8
2019-09-25 03:58:00,2
2019-09-25 03:59:00,1
2019-09-25 04:01:00,2
2019-09-25 04:14:00,3
2019-09-25 04:15:00,5
2019-09-25 04:16:00,2
2019-09-25 04:17:00,1
2019-09-25 04:20:00,2
2019-09-25 04:31:00,8
2019-09-25 04:33:00,4
2019-09-25 04:37:00,2
2019-09-25 04:54:00,8
2019-09-25 04:56:00,4
2019-09-25 04:58:00,2
2019-09-25 05:11:00,6
2019-09-25 05:12:00,2
2019-09-25 05:13:00,2
2019-09-25 05:14:00,2
2019-09-25 05:16:00,2
2019-09-25 05:29:00,6
2019-09-25 05:30:00,2
2019-09-25 05:31:00,4
2019-09-25 05:33:00,2
2019-09-25 05:43:00,4
2019-09-25 05:44:00,4
2019-09-25 05:46:00,4
2019-09-25 05:48:00,2
2019-09-25 06:50:00,1
2019-09-25 06:51:00,7
2019-09-25 06:52:00,4
2019-09-25 06:55:00,2
2019-09-25 07:24:00,8
2019-09-25 07:25:00,3
2019-09-25 07:27:00,2
2019-09-25 07:28:00,2
2019-09-25 07:52:00,5
2019-09-25 07:53:00,5
2019-09-25 07:55:00,3
2019-09-25 07:56:00,2
2019-09-25 08:21:00,1
2019-09-25 08:22:00,1
2019-09-25 08:23:00,1
2019-09-25 08:25:00,1
2019-09-25 08:38:00,8
2019-09-25 08:40:00,3
2019-09-25 08:42:00,2
2019-09-25 08:52:00,2
2019-09-25 08:53:00,6
2019-09-25 08:55:00,4
2019-09-25 08:57:00,2
2019-09-25 09:07:00,4
2019-09-25 09:08:00,6
2019-09-25 09:10:00,1
2019-09-25 09:11:00,2
2019-09-25 09:23:00,4
2019-09-25 09:24:00,4
2019-09-25 09:25:00,2
2019-09-25 09:26:00,2
2019-09-25 09:40:00,6
2019-09-25 09:42:00,4
2019-09-25 09:43:00,2
2019-09-25 09:44:00,2
