75,select distinct parent from DBViewCols where viewname=&&&
2019-09-25 01:16:00,1
2019-09-25 01:34:00,1
2019-09-25 02:31:00,1
2019-09-25 03:34:00,1
2019-09-25 03:47:00,2
2019-09-25 03:49:00,1
2019-09-25 03:51:00,1
2019-09-25 03:52:00,1
2019-09-25 04:00:00,1
2019-09-25 05:10:00,1
2019-09-25 05:11:00,1
2019-09-25 05:12:00,1
2019-09-25 05:13:00,1
2019-09-25 06:55:00,1
2019-09-25 07:32:00,1
2019-09-25 07:52:00,1
2019-09-25 09:06:00,1
2019-09-25 09:14:00,1
2019-09-25 09:15:00,1
2019-09-25 09:17:00,1
2019-09-25 09:26:00,1
2019-09-25 09:40:00,1
2019-09-25 09:42:00,1
2019-09-25 09:48:00,2
2019-09-25 09:49:00,1
2019-09-25 10:00:00,1
2019-09-25 10:10:00,1
2019-09-25 10:15:00,1
2019-09-25 10:41:00,1
2019-09-25 11:00:00,2
2019-09-25 11:06:00,2
2019-09-25 11:47:00,1
2019-09-25 12:00:00,1
2019-09-25 12:38:00,1
2019-09-25 12:51:00,1
2019-09-25 13:06:00,1
2019-09-25 13:20:00,1
2019-09-25 14:42:00,1
2019-09-25 15:26:00,1
2019-09-25 15:59:00,1
2019-09-25 16:26:00,1
2019-09-25 16:27:00,1
2019-09-25 16:34:00,1
2019-09-25 16:50:00,1
2019-09-25 17:30:00,1
2019-09-25 17:31:00,3
2019-09-25 18:11:00,1
2019-09-25 18:57:00,1
2019-09-25 19:33:00,1
2019-09-25 20:17:00,1
2019-09-25 20:24:00,1
2019-09-25 20:26:00,1
2019-09-25 21:11:00,7
2019-09-25 21:12:00,3
2019-09-25 21:28:00,1
2019-09-25 21:29:00,1
2019-09-25 21:30:00,2
2019-09-25 21:43:00,1
2019-09-25 22:44:00,1
2019-09-25 23:46:00,1
