154,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-09-25 00:54:00,1
2019-09-25 01:03:00,1
2019-09-25 01:48:00,2
2019-09-25 02:57:00,1
2019-09-25 02:59:00,1
2019-09-25 03:00:00,1
2019-09-25 03:17:00,1
2019-09-25 04:49:00,1
2019-09-25 05:28:00,1
2019-09-25 05:53:00,1
2019-09-25 06:06:00,1
2019-09-25 06:23:00,1
2019-09-25 07:34:00,1
2019-09-25 07:41:00,1
2019-09-25 07:59:00,1
2019-09-25 08:04:00,1
2019-09-25 08:08:00,1
2019-09-25 08:09:00,1
2019-09-25 08:39:00,1
2019-09-25 09:22:00,1
2019-09-25 09:25:00,1
2019-09-25 09:30:00,1
2019-09-25 09:52:00,1
2019-09-25 10:12:00,1
2019-09-25 10:17:00,1
2019-09-25 10:31:00,1
2019-09-25 11:16:00,1
2019-09-25 12:05:00,1
2019-09-25 12:06:00,1
2019-09-25 12:07:00,1
2019-09-25 12:08:00,1
2019-09-25 12:09:00,1
2019-09-25 12:10:00,1
2019-09-25 12:12:00,1
2019-09-25 12:13:00,1
2019-09-25 12:14:00,1
2019-09-25 12:15:00,1
2019-09-25 12:16:00,1
2019-09-25 12:17:00,1
2019-09-25 12:18:00,1
2019-09-25 12:25:00,1
2019-09-25 12:29:00,1
2019-09-25 12:30:00,1
2019-09-25 12:31:00,1
2019-09-25 12:32:00,1
2019-09-25 12:33:00,1
2019-09-25 12:34:00,1
2019-09-25 12:35:00,1
2019-09-25 12:36:00,1
2019-09-25 12:37:00,1
2019-09-25 12:38:00,1
2019-09-25 12:39:00,1
2019-09-25 12:40:00,1
2019-09-25 12:41:00,1
2019-09-25 12:42:00,1
2019-09-25 12:43:00,1
2019-09-25 12:50:00,1
2019-09-25 12:51:00,1
2019-09-25 12:58:00,1
2019-09-25 12:59:00,1
2019-09-25 13:00:00,1
2019-09-25 13:08:00,1
2019-09-25 13:09:00,2
2019-09-25 13:11:00,2
2019-09-25 13:38:00,1
2019-09-25 13:54:00,1
2019-09-25 14:00:00,1
2019-09-25 14:35:00,1
2019-09-25 14:36:00,1
2019-09-25 14:39:00,2
2019-09-25 15:20:00,1
2019-09-25 15:28:00,1
2019-09-25 15:37:00,1
2019-09-25 15:42:00,1
2019-09-25 15:45:00,1
2019-09-25 15:47:00,1
2019-09-25 16:14:00,1
2019-09-25 16:23:00,1
2019-09-25 16:28:00,1
2019-09-25 16:30:00,1
2019-09-25 16:43:00,1
2019-09-25 17:07:00,1
2019-09-25 17:27:00,1
2019-09-25 17:29:00,1
2019-09-25 17:31:00,1
2019-09-25 17:32:00,1
2019-09-25 18:12:00,1
2019-09-25 18:21:00,1
2019-09-25 18:23:00,1
2019-09-25 18:24:00,1
2019-09-25 18:30:00,1
2019-09-25 18:31:00,1
2019-09-25 18:32:00,1
2019-09-25 18:39:00,1
2019-09-25 18:40:00,1
2019-09-25 18:49:00,1
2019-09-25 18:56:00,1
2019-09-25 19:08:00,1
2019-09-25 19:45:00,1
2019-09-25 19:46:00,2
2019-09-25 20:15:00,1
2019-09-25 20:21:00,1
2019-09-25 20:23:00,1
2019-09-25 20:27:00,1
2019-09-25 20:28:00,2
2019-09-25 20:35:00,1
2019-09-25 20:36:00,1
2019-09-25 20:38:00,2
2019-09-25 20:45:00,1
2019-09-25 20:46:00,1
2019-09-25 20:49:00,1
2019-09-25 20:51:00,1
2019-09-25 20:56:00,2
2019-09-25 21:20:00,1
2019-09-25 21:33:00,2
2019-09-25 21:41:00,1
2019-09-25 22:00:00,1
2019-09-25 22:26:00,1
2019-09-25 22:27:00,1
2019-09-25 22:29:00,1
2019-09-25 22:31:00,1
2019-09-25 22:33:00,1
2019-09-25 22:35:00,1
2019-09-25 22:37:00,2
2019-09-25 22:38:00,1
2019-09-25 22:42:00,1
2019-09-25 22:43:00,1
2019-09-25 22:45:00,1
2019-09-25 22:46:00,1
2019-09-25 22:48:00,1
2019-09-25 22:49:00,1
2019-09-25 22:51:00,1
2019-09-25 22:52:00,1
2019-09-25 22:55:00,1
2019-09-25 22:57:00,1
2019-09-25 22:58:00,2
2019-09-25 23:02:00,1
2019-09-25 23:05:00,1
2019-09-25 23:06:00,1
2019-09-25 23:11:00,1
2019-09-25 23:13:00,1
2019-09-25 23:38:00,1
2019-09-25 23:56:00,1
