67,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-09-25 17:32:00,1
2019-09-25 17:36:00,5
2019-09-25 17:53:00,5
2019-09-25 17:54:00,10
2019-09-25 17:55:00,5
2019-09-25 17:56:00,5
2019-09-25 17:58:00,5
2019-09-25 17:59:00,10
2019-09-25 18:03:00,5
2019-09-25 18:04:00,5
2019-09-25 18:12:00,1
2019-09-25 18:43:00,5
2019-09-25 18:44:00,5
