2765,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-09-25 19:05:00,15
2019-09-25 19:06:00,30
2019-09-25 19:07:00,32
2019-09-25 19:08:00,35
2019-09-25 19:09:00,13
2019-09-25 19:10:00,14
2019-09-25 19:11:00,25
2019-09-25 19:12:00,42
2019-09-25 19:13:00,50
2019-09-25 19:14:00,52
2019-09-25 19:15:00,52
2019-09-25 19:16:00,53
2019-09-25 19:17:00,30
2019-09-25 19:18:00,12
2019-09-25 19:19:00,11
2019-09-25 19:20:00,16
2019-09-25 19:21:00,9
2019-09-25 19:22:00,5
2019-09-25 19:23:00,5
2019-09-25 19:24:00,6
2019-09-25 19:25:00,8
2019-09-25 19:26:00,7
2019-09-25 19:27:00,9
2019-09-25 19:28:00,5
2019-09-25 19:29:00,9
2019-09-25 19:30:00,8
2019-09-25 19:31:00,7
2019-09-25 19:32:00,10
2019-09-25 19:33:00,11
2019-09-25 19:34:00,7
2019-09-25 19:35:00,13
2019-09-25 19:36:00,10
2019-09-25 19:37:00,12
2019-09-25 19:38:00,9
2019-09-25 19:39:00,13
2019-09-25 19:40:00,17
2019-09-25 19:41:00,20
2019-09-25 19:42:00,22
2019-09-25 19:43:00,21
2019-09-25 19:44:00,24
2019-09-25 19:45:00,25
2019-09-25 19:46:00,25
2019-09-25 19:47:00,18
2019-09-25 19:48:00,16
2019-09-25 19:49:00,19
2019-09-25 19:50:00,24
2019-09-25 19:51:00,29
2019-09-25 19:52:00,30
2019-09-25 19:53:00,22
2019-09-25 19:54:00,24
2019-09-25 19:55:00,22
2019-09-25 19:56:00,18
2019-09-25 19:57:00,19
2019-09-25 19:58:00,20
2019-09-25 19:59:00,20
2019-09-25 20:00:00,23
2019-09-25 20:01:00,23
2019-09-25 20:02:00,25
2019-09-25 20:03:00,29
2019-09-25 20:04:00,24
2019-09-25 20:05:00,28
2019-09-25 20:06:00,23
2019-09-25 20:07:00,27
2019-09-25 20:08:00,24
2019-09-25 20:09:00,20
2019-09-25 20:10:00,18
2019-09-25 20:11:00,10
2019-09-25 20:12:00,20
2019-09-25 20:13:00,14
2019-09-25 20:14:00,11
2019-09-25 20:15:00,17
2019-09-25 20:16:00,13
2019-09-25 20:17:00,19
2019-09-25 20:18:00,9
2019-09-25 20:19:00,11
2019-09-25 20:20:00,22
2019-09-25 20:21:00,7
2019-09-25 20:22:00,21
2019-09-25 20:23:00,7
2019-09-25 20:24:00,23
2019-09-25 20:25:00,21
2019-09-25 20:26:00,17
2019-09-25 20:27:00,29
2019-09-25 20:28:00,26
2019-09-25 20:29:00,27
2019-09-25 20:30:00,15
2019-09-25 20:31:00,1
2019-09-25 20:32:00,14
2019-09-25 20:33:00,27
2019-09-25 20:34:00,28
2019-09-25 20:35:00,28
2019-09-25 20:36:00,31
2019-09-25 20:37:00,23
2019-09-25 20:38:00,26
2019-09-25 20:39:00,25
2019-09-25 20:40:00,24
2019-09-25 20:41:00,28
2019-09-25 20:42:00,25
2019-09-25 20:43:00,19
2019-09-25 20:44:00,29
2019-09-25 20:45:00,27
2019-09-25 20:46:00,36
2019-09-25 20:47:00,21
2019-09-25 20:48:00,12
2019-09-25 20:49:00,8
2019-09-25 20:50:00,7
2019-09-25 20:51:00,9
2019-09-25 20:52:00,6
2019-09-25 20:53:00,6
2019-09-25 20:54:00,9
2019-09-25 20:55:00,6
2019-09-25 20:56:00,8
2019-09-25 20:57:00,12
2019-09-25 20:58:00,26
2019-09-25 20:59:00,22
2019-09-25 21:00:00,24
2019-09-25 21:01:00,21
2019-09-25 21:02:00,21
2019-09-25 21:03:00,21
2019-09-25 21:04:00,17
2019-09-25 21:05:00,18
2019-09-25 21:06:00,18
2019-09-25 21:07:00,22
2019-09-25 21:08:00,18
2019-09-25 21:09:00,19
2019-09-25 21:10:00,19
2019-09-25 21:11:00,20
2019-09-25 21:12:00,21
2019-09-25 21:13:00,19
2019-09-25 21:14:00,16
2019-09-25 21:15:00,14
2019-09-25 21:16:00,13
2019-09-25 21:17:00,11
2019-09-25 21:18:00,11
2019-09-25 21:19:00,7
2019-09-25 21:20:00,13
2019-09-25 21:21:00,11
2019-09-25 21:22:00,15
2019-09-25 21:23:00,39
2019-09-25 21:24:00,20
2019-09-25 21:25:00,23
2019-09-25 21:26:00,15
2019-09-25 21:27:00,19
2019-09-25 21:28:00,8
2019-09-25 21:29:00,10
2019-09-25 21:30:00,8
2019-09-25 21:31:00,5
2019-09-25 21:32:00,2
2019-09-25 21:33:00,1
