6,"SELECT TOP #  s.z,p.objID  FROM ..SpecObj as s  JOIN ..PhotoObj AS p ON s.bestObjID = p.objID  JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID  WHERE s.z > # AND s.zWarning = # AND s.z < # AND ( p.type = # OR p.type = #)"
2019-09-25 04:57:00,1
2019-09-25 04:58:00,2
2019-09-25 05:23:00,1
2019-09-25 08:24:00,1
2019-09-25 08:25:00,1
