5,"SELECT dis.*, p.nchild FROM MyDB.GALEX_DIS_SDSS_DR7ALL AS dis, photoobjall as p INTO GALEX_DIS_SDSSDR7_GAL WHERE (dis.sdssdr7_objid = p.objid AND p.type=#)"
2019-09-25 15:10:00,2
2019-09-25 15:50:00,1
2019-09-25 15:51:00,1
2019-09-25 16:42:00,1
