10,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, requestor, server, dbname, access,  elapsed, busy, rows, statement, error, errorMessage, isvisible  into sqllogall2#_#_#h_to_#_#h  from sqllogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-11-11 10:33:00,1
2019-11-11 10:50:00,1
2019-11-11 11:01:00,1
2019-11-11 11:49:00,1
2019-11-11 12:02:00,1
2019-11-11 15:39:00,1
2019-11-11 15:46:00,1
2019-11-11 16:08:00,1
2019-11-11 17:08:00,1
2019-11-11 17:11:00,1
