1493,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-11-11 03:32:00,1
2019-11-11 03:34:00,1
2019-11-11 04:10:00,4
2019-11-11 04:54:00,2
2019-11-11 04:55:00,1
2019-11-11 05:01:00,1
2019-11-11 05:14:00,1
2019-11-11 05:27:00,1
2019-11-11 08:49:00,1
2019-11-11 09:53:00,1
2019-11-11 10:04:00,1
2019-11-11 10:08:00,1
2019-11-11 10:09:00,1
2019-11-11 12:19:00,2
2019-11-11 12:39:00,2
2019-11-11 12:42:00,3
2019-11-11 12:49:00,2
2019-11-11 12:51:00,3
2019-11-11 13:04:00,4
2019-11-11 13:06:00,2
2019-11-11 13:07:00,3
2019-11-11 13:08:00,1
2019-11-11 13:09:00,1
2019-11-11 13:13:00,5
2019-11-11 13:14:00,2
2019-11-11 13:18:00,1
2019-11-11 13:24:00,2
2019-11-11 13:28:00,1
2019-11-11 13:32:00,1
2019-11-11 13:33:00,3
2019-11-11 13:35:00,2
2019-11-11 13:36:00,2
2019-11-11 13:52:00,4
2019-11-11 13:53:00,9
2019-11-11 13:59:00,13
2019-11-11 14:00:00,8
2019-11-11 14:01:00,10
2019-11-11 14:02:00,17
2019-11-11 14:03:00,17
2019-11-11 14:04:00,17
2019-11-11 14:05:00,18
2019-11-11 14:06:00,17
2019-11-11 14:07:00,17
2019-11-11 14:08:00,17
2019-11-11 14:09:00,17
2019-11-11 14:10:00,13
2019-11-11 14:20:00,2
2019-11-11 14:29:00,11
2019-11-11 14:30:00,17
2019-11-11 14:31:00,17
2019-11-11 14:32:00,17
2019-11-11 14:33:00,17
2019-11-11 14:34:00,17
2019-11-11 14:35:00,18
2019-11-11 14:36:00,17
2019-11-11 14:37:00,17
2019-11-11 14:38:00,18
2019-11-11 14:39:00,17
2019-11-11 14:40:00,17
2019-11-11 14:59:00,1
2019-11-11 15:00:00,13
2019-11-11 15:01:00,12
2019-11-11 15:02:00,14
2019-11-11 15:03:00,12
2019-11-11 15:04:00,13
2019-11-11 15:05:00,13
2019-11-11 15:06:00,13
2019-11-11 15:07:00,13
2019-11-11 15:08:00,13
2019-11-11 15:09:00,15
2019-11-11 15:10:00,16
2019-11-11 15:11:00,16
2019-11-11 15:12:00,15
2019-11-11 15:13:00,15
2019-11-11 15:14:00,7
2019-11-11 15:24:00,1
2019-11-11 15:38:00,11
2019-11-11 15:39:00,12
2019-11-11 15:40:00,12
2019-11-11 15:41:00,12
2019-11-11 15:42:00,13
2019-11-11 15:43:00,13
2019-11-11 15:44:00,13
2019-11-11 15:45:00,11
2019-11-11 15:46:00,12
2019-11-11 15:47:00,11
2019-11-11 15:48:00,12
2019-11-11 15:49:00,13
2019-11-11 15:50:00,13
2019-11-11 15:51:00,14
2019-11-11 15:52:00,13
2019-11-11 15:53:00,14
2019-11-11 15:54:00,1
2019-11-11 16:13:00,7
2019-11-11 16:14:00,5
2019-11-11 16:15:00,12
2019-11-11 16:16:00,15
2019-11-11 16:17:00,14
2019-11-11 16:18:00,20
2019-11-11 16:19:00,12
2019-11-11 16:20:00,12
2019-11-11 16:21:00,11
2019-11-11 16:22:00,6
2019-11-11 16:23:00,13
2019-11-11 16:24:00,10
2019-11-11 16:25:00,7
2019-11-11 16:26:00,13
2019-11-11 16:27:00,5
2019-11-11 16:28:00,9
2019-11-11 16:30:00,9
2019-11-11 16:31:00,7
2019-11-11 16:32:00,7
2019-11-11 16:33:00,12
2019-11-11 16:34:00,11
2019-11-11 16:35:00,13
2019-11-11 16:36:00,13
2019-11-11 16:37:00,6
2019-11-11 16:38:00,10
2019-11-11 16:43:00,1
2019-11-11 16:45:00,2
2019-11-11 16:46:00,1
2019-11-11 16:48:00,1
2019-11-11 16:50:00,4
2019-11-11 16:54:00,6
2019-11-11 16:55:00,14
2019-11-11 16:56:00,14
2019-11-11 16:57:00,15
2019-11-11 16:58:00,15
2019-11-11 16:59:00,15
2019-11-11 17:00:00,12
2019-11-11 17:01:00,11
2019-11-11 17:02:00,12
2019-11-11 17:03:00,11
2019-11-11 17:04:00,12
2019-11-11 17:06:00,2
2019-11-11 17:07:00,1
2019-11-11 17:08:00,1
2019-11-11 17:09:00,4
2019-11-11 17:10:00,11
2019-11-11 17:11:00,11
2019-11-11 17:12:00,13
2019-11-11 17:13:00,12
2019-11-11 17:14:00,10
2019-11-11 17:19:00,1
2019-11-11 17:25:00,8
2019-11-11 17:26:00,14
2019-11-11 17:27:00,14
2019-11-11 17:28:00,14
2019-11-11 17:29:00,17
2019-11-11 17:30:00,18
2019-11-11 17:31:00,25
2019-11-11 17:49:00,1
2019-11-11 17:53:00,1
2019-11-11 17:55:00,1
2019-11-11 17:57:00,2
2019-11-11 17:59:00,1
2019-11-11 18:02:00,2
2019-11-11 18:04:00,1
