6,SELECT * into mydb.MyTable from SpecLineAll as G_SpecLine
2019-11-11 09:21:00,1
2019-11-11 09:22:00,1
2019-11-11 09:25:00,1
2019-11-11 09:26:00,2
2019-11-11 09:33:00,1
