4,"SELECT specObjID, ra,dec, plate, mjd, fiberID, 	        psfMag_u, psfMagErr_u,   psfMag_g, psfMagErr_g,   psfMag_r, psfMagErr_r,   psfMag_i, psfMagErr_i,   psfMag_z, psfMagErr_z into mydb.MyTable_# from SpecPhoto	 WHERE plate=#"
2019-11-11 13:09:00,2
2019-11-11 13:10:00,2
