143,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-11-11 11:49:00,1
2019-11-11 11:50:00,2
2019-11-11 11:54:00,1
2019-11-11 11:55:00,1
2019-11-11 11:56:00,3
2019-11-11 12:02:00,1
2019-11-11 12:03:00,1
2019-11-11 12:06:00,1
2019-11-11 12:07:00,14
2019-11-11 12:08:00,19
2019-11-11 12:09:00,17
2019-11-11 12:10:00,4
2019-11-11 12:13:00,5
2019-11-11 12:14:00,1
2019-11-11 12:16:00,1
2019-11-11 16:15:00,4
2019-11-11 16:16:00,10
2019-11-11 16:17:00,11
2019-11-11 16:18:00,11
2019-11-11 16:19:00,10
2019-11-11 16:20:00,13
2019-11-11 16:27:00,5
2019-11-11 16:28:00,7
