25,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-11-11 17:50:00,1
2019-11-11 17:51:00,1
2019-11-11 17:58:00,2
2019-11-11 18:04:00,1
2019-11-11 18:05:00,1
2019-11-11 18:15:00,1
2019-11-11 18:20:00,1
2019-11-11 18:21:00,1
2019-11-11 18:28:00,1
2019-11-11 18:32:00,1
2019-11-11 18:33:00,1
2019-11-11 18:39:00,1
2019-11-11 18:44:00,1
2019-11-11 18:47:00,1
2019-11-11 18:48:00,1
2019-11-11 18:50:00,2
2019-11-11 18:56:00,2
2019-11-11 19:03:00,2
2019-11-11 19:08:00,1
2019-11-11 19:17:00,1
2019-11-11 19:22:00,1
