869,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-01-06 19:35:00,1
2019-01-06 20:52:00,4
2019-01-06 20:53:00,8
2019-01-06 20:54:00,8
2019-01-06 20:55:00,9
2019-01-06 20:56:00,9
2019-01-06 20:57:00,10
2019-01-06 20:58:00,11
2019-01-06 20:59:00,10
2019-01-06 21:00:00,10
2019-01-06 21:01:00,10
2019-01-06 21:02:00,9
2019-01-06 21:03:00,8
2019-01-06 21:04:00,9
2019-01-06 21:05:00,8
2019-01-06 21:06:00,6
2019-01-06 21:07:00,11
2019-01-06 21:08:00,9
2019-01-06 21:09:00,10
2019-01-06 21:10:00,10
2019-01-06 21:11:00,11
2019-01-06 21:12:00,10
2019-01-06 21:13:00,11
2019-01-06 21:14:00,10
2019-01-06 21:15:00,11
2019-01-06 21:16:00,10
2019-01-06 21:17:00,9
2019-01-06 21:18:00,10
2019-01-06 21:19:00,10
2019-01-06 21:20:00,9
2019-01-06 21:21:00,13
2019-01-06 21:22:00,22
2019-01-06 21:23:00,21
2019-01-06 21:24:00,21
2019-01-06 21:25:00,22
2019-01-06 21:26:00,20
2019-01-06 21:27:00,22
2019-01-06 21:28:00,22
2019-01-06 21:29:00,22
2019-01-06 21:30:00,23
2019-01-06 21:31:00,23
2019-01-06 21:32:00,23
2019-01-06 21:33:00,21
2019-01-06 21:34:00,20
2019-01-06 21:35:00,22
2019-01-06 21:36:00,21
2019-01-06 21:37:00,10
2019-01-06 21:38:00,14
2019-01-06 21:39:00,21
2019-01-06 21:40:00,20
2019-01-06 21:41:00,20
2019-01-06 21:42:00,21
2019-01-06 21:43:00,21
2019-01-06 21:44:00,13
2019-01-06 21:45:00,11
2019-01-06 21:46:00,6
2019-01-06 21:47:00,10
2019-01-06 21:48:00,10
2019-01-06 21:49:00,11
2019-01-06 21:50:00,11
2019-01-06 21:51:00,11
2019-01-06 21:52:00,10
2019-01-06 21:53:00,11
2019-01-06 21:54:00,11
2019-01-06 21:55:00,11
2019-01-06 21:56:00,7
