263,select * from dbo.fDocColumns(&&&)
2019-01-06 00:03:00,2
2019-01-06 00:04:00,2
2019-01-06 00:18:00,1
2019-01-06 00:20:00,1
2019-01-06 01:39:00,1
2019-01-06 02:43:00,1
2019-01-06 02:46:00,2
2019-01-06 02:49:00,1
2019-01-06 02:52:00,2
2019-01-06 02:54:00,2
2019-01-06 02:55:00,2
2019-01-06 02:57:00,1
2019-01-06 04:30:00,1
2019-01-06 04:31:00,6
2019-01-06 04:32:00,4
2019-01-06 04:42:00,2
2019-01-06 04:43:00,7
2019-01-06 04:45:00,3
2019-01-06 05:09:00,1
2019-01-06 06:25:00,2
2019-01-06 07:21:00,2
2019-01-06 07:44:00,6
2019-01-06 07:55:00,3
2019-01-06 07:57:00,1
2019-01-06 08:14:00,1
2019-01-06 08:18:00,1
2019-01-06 08:36:00,2
2019-01-06 09:24:00,1
2019-01-06 09:25:00,1
2019-01-06 09:26:00,1
2019-01-06 09:29:00,1
2019-01-06 09:34:00,1
2019-01-06 09:36:00,1
2019-01-06 09:38:00,1
2019-01-06 09:41:00,1
2019-01-06 09:52:00,1
2019-01-06 09:53:00,2
2019-01-06 09:54:00,2
2019-01-06 09:55:00,1
2019-01-06 10:08:00,1
2019-01-06 10:09:00,1
2019-01-06 10:11:00,1
2019-01-06 10:23:00,1
2019-01-06 10:24:00,1
2019-01-06 10:29:00,1
2019-01-06 10:48:00,2
2019-01-06 10:54:00,1
2019-01-06 11:08:00,3
2019-01-06 11:17:00,1
2019-01-06 12:19:00,1
2019-01-06 12:25:00,1
2019-01-06 12:33:00,3
2019-01-06 12:34:00,2
2019-01-06 13:24:00,1
2019-01-06 13:25:00,1
2019-01-06 13:35:00,2
2019-01-06 13:40:00,1
2019-01-06 14:10:00,1
2019-01-06 14:12:00,1
2019-01-06 14:16:00,1
2019-01-06 14:26:00,1
2019-01-06 14:27:00,1
2019-01-06 14:37:00,1
2019-01-06 15:08:00,1
2019-01-06 15:13:00,1
2019-01-06 16:16:00,1
2019-01-06 16:27:00,1
2019-01-06 16:35:00,1
2019-01-06 17:00:00,3
2019-01-06 17:05:00,1
2019-01-06 17:35:00,1
2019-01-06 17:57:00,2
2019-01-06 18:07:00,4
2019-01-06 18:08:00,2
2019-01-06 18:09:00,2
2019-01-06 18:10:00,3
2019-01-06 18:12:00,7
2019-01-06 18:14:00,1
2019-01-06 18:33:00,14
2019-01-06 19:02:00,1
2019-01-06 19:21:00,1
2019-01-06 19:24:00,46
2019-01-06 19:25:00,21
2019-01-06 19:27:00,2
2019-01-06 19:28:00,4
2019-01-06 19:30:00,2
2019-01-06 19:31:00,2
2019-01-06 19:34:00,1
2019-01-06 19:35:00,2
2019-01-06 19:36:00,2
2019-01-06 20:26:00,1
2019-01-06 20:44:00,1
2019-01-06 21:26:00,1
2019-01-06 21:34:00,2
2019-01-06 21:40:00,1
2019-01-06 22:03:00,1
2019-01-06 22:23:00,3
2019-01-06 22:24:00,10
2019-01-06 22:25:00,1
2019-01-06 22:55:00,1
2019-01-06 23:18:00,2
2019-01-06 23:25:00,1
2019-01-06 23:33:00,1
2019-01-06 23:42:00,2
2019-01-06 23:56:00,1
