12,SELECT TOP # * FROM
2019-01-06 10:01:00,1
2019-01-06 10:02:00,1
2019-01-06 10:03:00,3
2019-01-06 10:04:00,5
2019-01-06 10:05:00,1
2019-01-06 10:26:00,1
