42,select * from galSpecLine where specObjId=#
2019-01-06 00:19:00,1
2019-01-06 00:38:00,1
2019-01-06 00:59:00,1
2019-01-06 02:13:00,1
2019-01-06 02:58:00,1
2019-01-06 03:06:00,1
2019-01-06 03:23:00,1
2019-01-06 03:37:00,1
2019-01-06 03:46:00,1
2019-01-06 04:00:00,1
2019-01-06 04:16:00,1
2019-01-06 04:33:00,1
2019-01-06 04:49:00,1
2019-01-06 06:03:00,1
2019-01-06 07:05:00,1
2019-01-06 08:13:00,1
2019-01-06 08:28:00,1
2019-01-06 08:43:00,1
2019-01-06 08:52:00,1
2019-01-06 09:15:00,1
2019-01-06 09:56:00,1
2019-01-06 11:49:00,1
2019-01-06 12:46:00,1
2019-01-06 12:59:00,1
2019-01-06 13:10:00,1
2019-01-06 14:35:00,1
2019-01-06 15:06:00,1
2019-01-06 15:13:00,1
2019-01-06 15:48:00,1
2019-01-06 15:54:00,1
2019-01-06 18:12:00,1
2019-01-06 18:40:00,3
2019-01-06 19:05:00,1
2019-01-06 19:11:00,1
2019-01-06 20:05:00,1
2019-01-06 20:33:00,1
2019-01-06 20:36:00,1
2019-01-06 20:51:00,1
2019-01-06 20:53:00,1
2019-01-06 21:20:00,1
