12,SELECT count(#) FROM PhotoObj AS p
2019-01-06 08:32:00,2
2019-01-06 08:33:00,1
2019-01-06 08:34:00,1
2019-01-06 08:44:00,2
2019-01-06 08:47:00,1
2019-01-06 08:50:00,2
2019-01-06 08:52:00,2
2019-01-06 08:53:00,1
