228,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-26 00:15:00,4
2019-11-26 00:35:00,15
2019-11-26 06:05:00,2
2019-11-26 06:30:00,38
2019-11-26 06:31:00,24
2019-11-26 07:35:00,17
2019-11-26 12:25:00,7
2019-11-26 15:20:00,3
2019-11-26 15:25:00,2
2019-11-26 15:30:00,1
2019-11-26 15:35:00,33
2019-11-26 15:36:00,30
2019-11-26 15:37:00,34
2019-11-26 15:38:00,11
2019-11-26 18:15:00,1
2019-11-26 18:20:00,2
2019-11-26 21:20:00,3
2019-11-26 21:35:00,1
