3,"SELECT p.objId,p.ra,p.dec,p.petror9#_r,p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra between # and #   and p.petror9#_r > #   and s.z < #   and p.g < #"
2019-11-26 06:36:00,1
2019-11-26 06:38:00,1
2019-11-26 07:12:00,1
