5471,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-11-26 01:13:00,6
2019-11-26 01:14:00,4
2019-11-26 01:18:00,2
2019-11-26 01:19:00,4
2019-11-26 01:20:00,4
2019-11-26 01:21:00,12
2019-11-26 01:23:00,8
2019-11-26 01:24:00,2
2019-11-26 01:28:00,4
2019-11-26 01:29:00,4
2019-11-26 01:30:00,6
2019-11-26 01:31:00,6
2019-11-26 01:32:00,6
2019-11-26 01:33:00,8
2019-11-26 01:34:00,4
2019-11-26 01:35:00,2
2019-11-26 01:39:00,4
2019-11-26 01:40:00,4
2019-11-26 01:41:00,10
2019-11-26 01:42:00,8
2019-11-26 01:46:00,2
2019-11-26 01:47:00,5
2019-11-26 01:48:00,5
2019-11-26 01:49:00,6
2019-11-26 01:50:00,4
2019-11-26 01:51:00,6
2019-11-26 01:52:00,6
2019-11-26 01:53:00,6
2019-11-26 01:56:00,2
2019-11-26 01:57:00,8
2019-11-26 01:58:00,10
2019-11-26 01:59:00,5
2019-11-26 02:00:00,9
2019-11-26 02:01:00,8
2019-11-26 02:02:00,1
2019-11-26 02:03:00,5
2019-11-26 02:04:00,4
2019-11-26 02:05:00,4
2019-11-26 02:06:00,2
2019-11-26 02:09:00,2
2019-11-26 02:10:00,1
2019-11-26 02:11:00,5
2019-11-26 02:14:00,2
2019-11-26 02:15:00,6
2019-11-26 02:16:00,8
2019-11-26 02:17:00,7
2019-11-26 02:18:00,7
2019-11-26 02:19:00,6
2019-11-26 02:20:00,2
2019-11-26 02:21:00,2
2019-11-26 02:22:00,2
2019-11-26 02:23:00,6
2019-11-26 02:24:00,4
2019-11-26 02:25:00,9
2019-11-26 02:26:00,7
2019-11-26 02:27:00,2
2019-11-26 02:28:00,4
2019-11-26 02:30:00,2
2019-11-26 02:33:00,2
2019-11-26 02:34:00,6
2019-11-26 02:35:00,6
2019-11-26 02:36:00,8
2019-11-26 02:37:00,4
2019-11-26 02:40:00,4
2019-11-26 02:41:00,4
2019-11-26 02:44:00,4
2019-11-26 02:45:00,6
2019-11-26 02:46:00,10
2019-11-26 02:47:00,7
2019-11-26 02:48:00,5
2019-11-26 02:49:00,2
2019-11-26 02:50:00,1
2019-11-26 02:51:00,4
2019-11-26 02:52:00,7
2019-11-26 02:53:00,8
2019-11-26 02:54:00,6
2019-11-26 02:55:00,4
2019-11-26 02:56:00,8
2019-11-26 03:00:00,6
2019-11-26 03:01:00,6
2019-11-26 03:02:00,2
2019-11-26 03:03:00,4
2019-11-26 03:04:00,4
2019-11-26 03:05:00,8
2019-11-26 03:06:00,6
2019-11-26 03:07:00,8
2019-11-26 03:10:00,6
2019-11-26 03:11:00,4
2019-11-26 03:12:00,6
2019-11-26 03:13:00,8
2019-11-26 03:14:00,10
2019-11-26 03:15:00,8
2019-11-26 03:16:00,6
2019-11-26 03:20:00,3
2019-11-26 03:21:00,7
2019-11-26 03:22:00,6
2019-11-26 03:23:00,9
2019-11-26 03:24:00,5
2019-11-26 03:29:00,2
2019-11-26 03:30:00,4
2019-11-26 03:31:00,6
2019-11-26 03:32:00,12
2019-11-26 03:33:00,4
2019-11-26 03:34:00,8
2019-11-26 03:35:00,6
2019-11-26 03:40:00,4
2019-11-26 03:41:00,6
2019-11-26 03:42:00,4
2019-11-26 03:43:00,10
2019-11-26 03:44:00,6
2019-11-26 03:45:00,4
2019-11-26 03:46:00,2
2019-11-26 03:53:00,2
2019-11-26 03:54:00,6
2019-11-26 03:55:00,8
2019-11-26 03:56:00,8
2019-11-26 03:57:00,6
2019-11-26 03:58:00,4
2019-11-26 03:59:00,2
2019-11-26 04:06:00,4
2019-11-26 04:07:00,7
2019-11-26 04:08:00,6
2019-11-26 04:09:00,7
2019-11-26 04:10:00,2
2019-11-26 04:11:00,6
2019-11-26 04:12:00,6
2019-11-26 04:13:00,4
2019-11-26 04:14:00,6
2019-11-26 04:15:00,8
2019-11-26 04:16:00,2
2019-11-26 04:19:00,4
2019-11-26 04:20:00,2
2019-11-26 04:24:00,2
2019-11-26 04:25:00,4
2019-11-26 04:26:00,8
2019-11-26 04:27:00,3
2019-11-26 04:28:00,9
2019-11-26 04:29:00,6
2019-11-26 04:30:00,8
2019-11-26 04:31:00,10
2019-11-26 04:32:00,3
2019-11-26 04:33:00,8
2019-11-26 04:34:00,7
2019-11-26 04:35:00,9
2019-11-26 04:36:00,3
2019-11-26 04:37:00,2
2019-11-26 04:42:00,8
2019-11-26 04:43:00,10
2019-11-26 04:44:00,6
2019-11-26 04:45:00,8
2019-11-26 04:46:00,12
2019-11-26 04:47:00,4
2019-11-26 04:48:00,6
2019-11-26 04:49:00,2
2019-11-26 04:50:00,4
2019-11-26 04:51:00,4
2019-11-26 04:52:00,4
2019-11-26 04:53:00,2
2019-11-26 04:54:00,8
2019-11-26 04:55:00,4
2019-11-26 05:01:00,4
2019-11-26 05:02:00,3
2019-11-26 05:03:00,1
2019-11-26 05:04:00,6
2019-11-26 05:05:00,2
2019-11-26 05:06:00,4
2019-11-26 05:07:00,6
2019-11-26 05:10:00,2
