336,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-11-26 00:18:00,1
2019-11-26 00:20:00,1
2019-11-26 00:23:00,1
2019-11-26 00:28:00,1
2019-11-26 00:43:00,1
2019-11-26 00:46:00,1
2019-11-26 00:48:00,1
2019-11-26 00:51:00,1
2019-11-26 00:54:00,1
2019-11-26 00:58:00,1
2019-11-26 01:03:00,1
2019-11-26 01:09:00,1
2019-11-26 01:19:00,1
2019-11-26 01:29:00,1
2019-11-26 01:58:00,1
2019-11-26 02:05:00,1
2019-11-26 02:13:00,1
2019-11-26 02:15:00,1
2019-11-26 02:18:00,1
2019-11-26 02:23:00,1
2019-11-26 02:28:00,1
2019-11-26 02:44:00,1
2019-11-26 02:48:00,1
2019-11-26 02:49:00,1
2019-11-26 02:50:00,1
2019-11-26 02:58:00,1
2019-11-26 03:03:00,1
2019-11-26 03:38:00,1
2019-11-26 03:43:00,1
2019-11-26 03:48:00,1
2019-11-26 03:53:00,2
2019-11-26 03:58:00,1
2019-11-26 04:08:00,1
2019-11-26 04:13:00,2
2019-11-26 04:18:00,1
2019-11-26 04:38:00,1
2019-11-26 04:39:00,1
2019-11-26 04:42:00,1
2019-11-26 04:53:00,1
2019-11-26 05:05:00,1
2019-11-26 05:07:00,1
2019-11-26 05:08:00,1
2019-11-26 05:09:00,1
2019-11-26 05:10:00,2
2019-11-26 05:12:00,1
2019-11-26 05:13:00,1
2019-11-26 05:14:00,1
2019-11-26 05:15:00,1
2019-11-26 05:17:00,1
2019-11-26 05:18:00,1
2019-11-26 05:19:00,2
2019-11-26 05:20:00,1
2019-11-26 05:22:00,1
2019-11-26 05:23:00,1
2019-11-26 05:24:00,2
2019-11-26 05:25:00,1
2019-11-26 05:27:00,1
2019-11-26 05:28:00,2
2019-11-26 05:29:00,1
2019-11-26 05:30:00,1
2019-11-26 05:32:00,1
2019-11-26 05:33:00,1
2019-11-26 05:34:00,2
2019-11-26 05:37:00,1
2019-11-26 05:38:00,2
2019-11-26 05:39:00,2
2019-11-26 05:42:00,1
2019-11-26 05:43:00,2
2019-11-26 05:44:00,2
2019-11-26 05:45:00,2
2019-11-26 05:46:00,2
2019-11-26 05:47:00,2
2019-11-26 05:48:00,1
2019-11-26 05:49:00,2
2019-11-26 05:50:00,1
2019-11-26 05:51:00,2
2019-11-26 05:52:00,1
2019-11-26 05:53:00,1
2019-11-26 05:54:00,2
2019-11-26 05:55:00,2
2019-11-26 05:56:00,3
2019-11-26 05:57:00,1
2019-11-26 05:58:00,2
2019-11-26 05:59:00,2
2019-11-26 06:00:00,2
2019-11-26 06:01:00,2
2019-11-26 06:02:00,2
2019-11-26 06:03:00,2
2019-11-26 06:04:00,1
2019-11-26 06:05:00,1
2019-11-26 06:30:00,1
2019-11-26 08:54:00,1
2019-11-26 09:01:00,1
2019-11-26 09:06:00,1
2019-11-26 09:08:00,1
2019-11-26 09:11:00,1
2019-11-26 09:26:00,1
2019-11-26 09:31:00,1
2019-11-26 09:32:00,1
2019-11-26 09:36:00,1
2019-11-26 10:26:00,2
2019-11-26 10:31:00,1
2019-11-26 10:37:00,1
2019-11-26 10:41:00,1
2019-11-26 10:42:00,1
2019-11-26 10:46:00,1
2019-11-26 10:51:00,1
2019-11-26 10:56:00,1
2019-11-26 11:01:00,1
2019-11-26 11:06:00,1
2019-11-26 11:16:00,1
2019-11-26 11:31:00,1
2019-11-26 11:36:00,1
2019-11-26 14:26:00,1
2019-11-26 15:47:00,1
2019-11-26 15:49:00,1
2019-11-26 15:50:00,2
2019-11-26 15:58:00,2
2019-11-26 15:59:00,2
2019-11-26 16:02:00,1
2019-11-26 16:08:00,1
2019-11-26 16:12:00,4
2019-11-26 16:33:00,1
2019-11-26 16:38:00,1
2019-11-26 16:43:00,1
2019-11-26 16:53:00,1
2019-11-26 16:55:00,2
2019-11-26 16:56:00,6
2019-11-26 16:58:00,1
2019-11-26 17:01:00,3
2019-11-26 17:02:00,8
2019-11-26 17:03:00,1
2019-11-26 17:04:00,3
2019-11-26 17:05:00,6
2019-11-26 17:07:00,6
2019-11-26 17:08:00,8
2019-11-26 17:09:00,9
2019-11-26 17:10:00,2
2019-11-26 17:13:00,1
2019-11-26 17:14:00,1
2019-11-26 17:15:00,5
2019-11-26 17:16:00,2
2019-11-26 17:17:00,2
2019-11-26 17:18:00,3
2019-11-26 17:19:00,1
2019-11-26 17:20:00,4
2019-11-26 17:21:00,4
2019-11-26 17:22:00,2
2019-11-26 17:23:00,6
2019-11-26 17:24:00,2
2019-11-26 17:28:00,1
2019-11-26 17:48:00,1
2019-11-26 17:53:00,1
2019-11-26 17:58:00,1
2019-11-26 18:18:00,1
2019-11-26 18:26:00,4
2019-11-26 18:38:00,2
2019-11-26 18:39:00,1
2019-11-26 18:42:00,1
2019-11-26 18:43:00,1
2019-11-26 18:44:00,2
2019-11-26 18:45:00,1
2019-11-26 18:47:00,1
2019-11-26 18:48:00,1
2019-11-26 18:49:00,1
2019-11-26 18:50:00,1
2019-11-26 18:52:00,1
2019-11-26 18:54:00,2
2019-11-26 18:55:00,1
2019-11-26 18:57:00,1
2019-11-26 18:58:00,5
2019-11-26 18:59:00,2
2019-11-26 19:00:00,1
2019-11-26 19:03:00,1
2019-11-26 19:04:00,2
2019-11-26 19:05:00,1
2019-11-26 19:07:00,1
2019-11-26 19:08:00,1
2019-11-26 19:09:00,2
2019-11-26 19:12:00,1
2019-11-26 19:13:00,1
2019-11-26 19:14:00,2
2019-11-26 19:15:00,1
2019-11-26 19:17:00,1
2019-11-26 19:18:00,1
2019-11-26 19:19:00,2
2019-11-26 19:20:00,1
2019-11-26 19:22:00,1
2019-11-26 19:23:00,1
2019-11-26 19:24:00,2
2019-11-26 19:25:00,1
2019-11-26 19:27:00,1
2019-11-26 19:29:00,2
2019-11-26 19:30:00,1
2019-11-26 19:32:00,1
2019-11-26 19:33:00,1
2019-11-26 19:34:00,2
2019-11-26 19:35:00,1
2019-11-26 19:37:00,1
2019-11-26 19:38:00,1
2019-11-26 19:39:00,2
2019-11-26 19:40:00,1
2019-11-26 19:42:00,1
2019-11-26 19:43:00,1
2019-11-26 19:44:00,2
2019-11-26 19:45:00,1
2019-11-26 19:47:00,1
2019-11-26 19:48:00,2
2019-11-26 19:49:00,1
2019-11-26 19:50:00,1
2019-11-26 19:52:00,1
2019-11-26 19:53:00,2
2019-11-26 19:54:00,1
2019-11-26 19:55:00,1
2019-11-26 21:32:00,1
2019-11-26 21:47:00,1
2019-11-26 23:26:00,1
