881,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-03-30 20:24:00,8
2019-03-30 20:25:00,13
2019-03-30 20:26:00,13
2019-03-30 20:27:00,7
2019-03-30 20:28:00,12
2019-03-30 20:29:00,12
2019-03-30 20:30:00,12
2019-03-30 20:31:00,11
2019-03-30 20:32:00,12
2019-03-30 20:33:00,9
2019-03-30 20:34:00,8
2019-03-30 20:35:00,9
2019-03-30 20:36:00,11
2019-03-30 20:37:00,9
2019-03-30 20:38:00,8
2019-03-30 20:39:00,12
2019-03-30 20:40:00,11
2019-03-30 20:41:00,12
2019-03-30 20:42:00,12
2019-03-30 20:43:00,11
2019-03-30 20:44:00,11
2019-03-30 20:45:00,17
2019-03-30 20:46:00,14
2019-03-30 20:47:00,12
2019-03-30 20:48:00,12
2019-03-30 20:49:00,14
2019-03-30 20:50:00,15
2019-03-30 20:51:00,18
2019-03-30 20:52:00,18
2019-03-30 20:53:00,13
2019-03-30 20:54:00,15
2019-03-30 20:55:00,11
2019-03-30 20:56:00,10
2019-03-30 20:57:00,8
2019-03-30 20:58:00,9
2019-03-30 20:59:00,11
2019-03-30 21:00:00,10
2019-03-30 21:01:00,10
2019-03-30 21:02:00,10
2019-03-30 21:03:00,10
2019-03-30 21:04:00,10
2019-03-30 21:05:00,8
2019-03-30 21:06:00,9
2019-03-30 21:07:00,11
2019-03-30 21:08:00,11
2019-03-30 21:09:00,10
2019-03-30 21:10:00,11
2019-03-30 21:11:00,10
2019-03-30 21:12:00,11
2019-03-30 21:13:00,9
2019-03-30 21:14:00,9
2019-03-30 21:15:00,11
2019-03-30 21:16:00,12
2019-03-30 21:17:00,13
2019-03-30 21:18:00,16
2019-03-30 21:19:00,16
2019-03-30 21:20:00,14
2019-03-30 21:21:00,7
2019-03-30 21:22:00,9
2019-03-30 21:23:00,11
2019-03-30 21:24:00,13
2019-03-30 21:25:00,11
2019-03-30 21:26:00,9
2019-03-30 21:27:00,15
2019-03-30 21:28:00,11
2019-03-30 21:29:00,12
2019-03-30 21:30:00,11
2019-03-30 21:31:00,18
2019-03-30 21:32:00,13
2019-03-30 21:33:00,10
2019-03-30 21:34:00,10
2019-03-30 21:35:00,11
2019-03-30 21:36:00,11
2019-03-30 21:37:00,12
2019-03-30 21:38:00,10
2019-03-30 21:39:00,10
2019-03-30 21:40:00,13
2019-03-30 21:41:00,3
