47,SELECT TOP #
2019-03-30 01:16:00,1
2019-03-30 02:05:00,1
2019-03-30 12:32:00,1
2019-03-30 12:34:00,2
2019-03-30 12:35:00,1
2019-03-30 12:37:00,1
2019-03-30 12:38:00,1
2019-03-30 12:39:00,3
2019-03-30 12:40:00,1
2019-03-30 12:43:00,1
2019-03-30 12:48:00,1
2019-03-30 12:57:00,1
2019-03-30 13:01:00,1
2019-03-30 13:02:00,2
2019-03-30 13:03:00,1
2019-03-30 13:04:00,2
2019-03-30 13:05:00,3
2019-03-30 13:06:00,1
2019-03-30 13:07:00,1
2019-03-30 13:08:00,2
2019-03-30 13:15:00,1
2019-03-30 13:16:00,2
2019-03-30 13:18:00,2
2019-03-30 13:19:00,2
2019-03-30 13:20:00,1
2019-03-30 13:22:00,1
2019-03-30 13:23:00,1
2019-03-30 13:24:00,1
2019-03-30 13:33:00,1
2019-03-30 13:34:00,2
2019-03-30 13:37:00,1
2019-03-30 13:46:00,1
2019-03-30 13:47:00,1
2019-03-30 14:40:00,2
