1401,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-03-30 00:03:00,1
2019-03-30 00:06:00,8
2019-03-30 00:08:00,8
2019-03-30 00:10:00,9
2019-03-30 00:13:00,1
2019-03-30 00:15:00,1
2019-03-30 00:17:00,1
2019-03-30 00:20:00,8
2019-03-30 00:27:00,1
2019-03-30 00:30:00,8
2019-03-30 00:37:00,1
2019-03-30 00:40:00,8
2019-03-30 00:47:00,1
2019-03-30 00:50:00,8
2019-03-30 00:57:00,1
2019-03-30 01:00:00,8
2019-03-30 01:07:00,1
2019-03-30 01:10:00,8
2019-03-30 01:17:00,1
2019-03-30 01:20:00,8
2019-03-30 01:27:00,1
2019-03-30 01:30:00,8
2019-03-30 01:37:00,1
2019-03-30 01:40:00,8
2019-03-30 01:47:00,1
2019-03-30 01:50:00,8
2019-03-30 01:57:00,1
2019-03-30 02:00:00,8
2019-03-30 02:07:00,1
2019-03-30 02:10:00,8
2019-03-30 02:17:00,1
2019-03-30 02:20:00,9
2019-03-30 02:27:00,1
2019-03-30 02:30:00,8
2019-03-30 02:37:00,1
2019-03-30 02:40:00,9
2019-03-30 02:47:00,1
2019-03-30 02:50:00,8
2019-03-30 02:57:00,1
2019-03-30 03:00:00,10
2019-03-30 03:07:00,1
2019-03-30 03:10:00,10
2019-03-30 03:17:00,1
2019-03-30 03:20:00,8
2019-03-30 03:27:00,1
2019-03-30 03:30:00,10
2019-03-30 03:37:00,1
2019-03-30 03:40:00,10
2019-03-30 03:47:00,1
2019-03-30 03:50:00,8
2019-03-30 03:57:00,1
2019-03-30 04:00:00,10
2019-03-30 04:07:00,1
2019-03-30 04:10:00,8
2019-03-30 04:17:00,1
2019-03-30 04:20:00,8
2019-03-30 04:27:00,1
2019-03-30 04:30:00,8
2019-03-30 04:37:00,1
2019-03-30 04:40:00,10
2019-03-30 04:47:00,1
2019-03-30 04:50:00,10
2019-03-30 04:57:00,1
2019-03-30 05:00:00,8
2019-03-30 05:07:00,1
2019-03-30 05:10:00,8
2019-03-30 05:17:00,1
2019-03-30 05:20:00,8
2019-03-30 05:27:00,1
2019-03-30 05:30:00,10
2019-03-30 05:37:00,1
2019-03-30 05:40:00,8
2019-03-30 05:47:00,1
2019-03-30 05:50:00,8
2019-03-30 05:57:00,1
2019-03-30 06:00:00,8
2019-03-30 06:07:00,1
2019-03-30 06:10:00,8
2019-03-30 06:17:00,2
2019-03-30 06:20:00,8
2019-03-30 06:27:00,1
2019-03-30 06:30:00,9
2019-03-30 06:37:00,1
2019-03-30 06:40:00,8
2019-03-30 06:47:00,1
2019-03-30 06:50:00,9
2019-03-30 06:57:00,1
2019-03-30 07:00:00,8
2019-03-30 07:07:00,1
2019-03-30 07:10:00,12
