1078,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-03-30 00:00:00,5
2019-03-30 00:01:00,3
2019-03-30 00:03:00,2
2019-03-30 00:04:00,3
2019-03-30 00:05:00,1
2019-03-30 00:11:00,5
2019-03-30 00:12:00,5
2019-03-30 00:13:00,12
2019-03-30 00:14:00,7
2019-03-30 00:15:00,6
2019-03-30 00:16:00,7
2019-03-30 00:17:00,9
2019-03-30 00:18:00,5
2019-03-30 00:19:00,6
2019-03-30 00:20:00,5
2019-03-30 00:21:00,5
2019-03-30 00:22:00,4
2019-03-30 00:23:00,4
2019-03-30 00:24:00,4
2019-03-30 00:25:00,1
2019-03-30 00:27:00,1
2019-03-30 02:45:00,1
2019-03-30 02:46:00,1
2019-03-30 02:48:00,1
2019-03-30 02:50:00,2
2019-03-30 02:55:00,1
2019-03-30 02:56:00,1
2019-03-30 02:57:00,5
2019-03-30 02:58:00,3
2019-03-30 02:59:00,3
2019-03-30 03:00:00,7
2019-03-30 03:01:00,5
2019-03-30 03:02:00,5
2019-03-30 03:03:00,3
2019-03-30 03:04:00,4
2019-03-30 03:05:00,5
2019-03-30 03:06:00,3
2019-03-30 03:07:00,2
2019-03-30 03:10:00,2
2019-03-30 03:11:00,14
2019-03-30 03:12:00,24
2019-03-30 03:13:00,34
2019-03-30 03:14:00,30
2019-03-30 03:15:00,26
2019-03-30 03:16:00,21
2019-03-30 03:17:00,14
2019-03-30 03:18:00,11
2019-03-30 03:19:00,3
2019-03-30 03:20:00,1
2019-03-30 03:21:00,1
2019-03-30 03:22:00,2
2019-03-30 03:23:00,2
2019-03-30 03:24:00,3
2019-03-30 03:26:00,3
2019-03-30 03:27:00,2
2019-03-30 03:28:00,3
2019-03-30 03:29:00,2
2019-03-30 03:32:00,3
2019-03-30 03:33:00,2
2019-03-30 03:34:00,8
2019-03-30 03:35:00,6
2019-03-30 03:36:00,12
2019-03-30 03:37:00,8
2019-03-30 03:38:00,15
2019-03-30 03:39:00,14
2019-03-30 03:40:00,13
2019-03-30 03:41:00,20
2019-03-30 03:42:00,16
2019-03-30 03:43:00,18
2019-03-30 03:44:00,18
2019-03-30 03:45:00,26
2019-03-30 03:46:00,24
2019-03-30 03:47:00,26
2019-03-30 03:48:00,26
2019-03-30 03:49:00,21
2019-03-30 03:50:00,19
2019-03-30 03:51:00,14
2019-03-30 03:52:00,5
2019-03-30 03:53:00,5
2019-03-30 03:54:00,3
2019-03-30 03:55:00,1
2019-03-30 03:56:00,1
2019-03-30 03:57:00,1
2019-03-30 03:58:00,3
2019-03-30 03:59:00,2
2019-03-30 04:00:00,6
2019-03-30 04:01:00,3
2019-03-30 04:02:00,2
2019-03-30 04:03:00,2
2019-03-30 04:04:00,1
2019-03-30 04:05:00,2
2019-03-30 04:06:00,2
2019-03-30 04:07:00,4
2019-03-30 04:08:00,1
2019-03-30 04:09:00,1
2019-03-30 04:11:00,4
2019-03-30 04:12:00,4
2019-03-30 04:13:00,1
2019-03-30 04:14:00,1
2019-03-30 04:15:00,3
2019-03-30 04:16:00,1
2019-03-30 04:23:00,1
2019-03-30 04:24:00,4
2019-03-30 04:25:00,6
2019-03-30 04:26:00,11
2019-03-30 04:27:00,9
2019-03-30 04:28:00,9
2019-03-30 04:29:00,6
2019-03-30 04:30:00,2
2019-03-30 04:31:00,2
2019-03-30 04:37:00,1
2019-03-30 04:38:00,5
2019-03-30 04:39:00,5
2019-03-30 04:40:00,9
2019-03-30 04:41:00,23
2019-03-30 04:42:00,19
2019-03-30 04:43:00,20
2019-03-30 04:44:00,16
2019-03-30 04:45:00,14
2019-03-30 04:46:00,13
2019-03-30 04:47:00,17
2019-03-30 04:48:00,10
2019-03-30 04:49:00,7
2019-03-30 04:50:00,7
2019-03-30 04:51:00,4
2019-03-30 04:52:00,1
2019-03-30 04:55:00,3
2019-03-30 04:56:00,6
2019-03-30 04:57:00,9
2019-03-30 04:58:00,13
2019-03-30 04:59:00,15
2019-03-30 05:00:00,5
2019-03-30 05:01:00,6
2019-03-30 05:02:00,3
2019-03-30 05:03:00,5
2019-03-30 05:04:00,6
2019-03-30 05:05:00,6
2019-03-30 05:06:00,2
2019-03-30 05:07:00,2
2019-03-30 05:08:00,4
2019-03-30 05:09:00,1
2019-03-30 05:37:00,1
2019-03-30 05:38:00,2
2019-03-30 05:39:00,5
2019-03-30 05:40:00,7
2019-03-30 05:41:00,6
2019-03-30 05:42:00,7
2019-03-30 05:43:00,5
2019-03-30 05:44:00,3
2019-03-30 05:45:00,2
2019-03-30 05:59:00,2
2019-03-30 06:00:00,4
2019-03-30 06:01:00,3
2019-03-30 06:02:00,2
2019-03-30 06:03:00,2
2019-03-30 06:04:00,2
