239,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-30 08:05:00,5
2019-03-30 08:10:00,5
2019-03-30 08:45:00,1
2019-03-30 08:50:00,1
2019-03-30 09:05:00,4
2019-03-30 09:10:00,4
2019-03-30 10:45:00,3
2019-03-30 10:50:00,3
2019-03-30 11:05:00,2
2019-03-30 11:10:00,2
2019-03-30 11:35:00,2
2019-03-30 11:40:00,2
2019-03-30 11:45:00,6
2019-03-30 11:50:00,2
2019-03-30 13:15:00,1
2019-03-30 13:20:00,1
2019-03-30 13:31:00,1
2019-03-30 14:01:00,1
2019-03-30 14:30:00,4
2019-03-30 14:35:00,3
2019-03-30 15:01:00,1
2019-03-30 15:04:00,1
2019-03-30 15:05:00,2
2019-03-30 15:07:00,1
2019-03-30 15:10:00,2
2019-03-30 15:15:00,1
2019-03-30 15:20:00,1
2019-03-30 15:35:00,4
2019-03-30 15:40:00,2
2019-03-30 15:50:00,9
2019-03-30 15:55:00,6
2019-03-30 17:01:00,1
2019-03-30 17:04:00,1
2019-03-30 17:10:00,1
2019-03-30 17:15:00,1
2019-03-30 17:35:00,1
2019-03-30 18:00:00,5
2019-03-30 18:05:00,5
2019-03-30 18:15:00,1
2019-03-30 18:20:00,1
2019-03-30 19:01:00,1
2019-03-30 19:04:00,1
2019-03-30 19:05:00,12
2019-03-30 19:09:00,1
2019-03-30 19:10:00,13
2019-03-30 19:15:00,1
2019-03-30 19:25:00,3
2019-03-30 19:28:00,1
2019-03-30 19:30:00,3
2019-03-30 19:32:00,1
2019-03-30 19:35:00,3
2019-03-30 19:36:00,1
2019-03-30 19:40:00,4
2019-03-30 19:44:00,1
2019-03-30 19:50:00,1
2019-03-30 19:53:00,1
2019-03-30 19:56:00,1
2019-03-30 19:59:00,1
2019-03-30 20:02:00,1
2019-03-30 20:05:00,24
2019-03-30 20:06:00,11
2019-03-30 20:10:00,27
2019-03-30 20:11:00,23
2019-03-30 20:15:00,1
2019-03-30 20:19:00,1
2019-03-30 20:24:00,1
