214,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-30 00:35:00,1
2019-03-30 00:53:00,1
2019-03-30 00:55:00,1
2019-03-30 01:15:00,1
2019-03-30 01:46:00,1
2019-03-30 02:36:00,1
2019-03-30 02:46:00,1
2019-03-30 03:06:00,1
2019-03-30 03:46:00,1
2019-03-30 03:57:00,1
2019-03-30 04:26:00,1
2019-03-30 04:37:00,1
2019-03-30 04:47:00,1
2019-03-30 05:37:00,1
2019-03-30 06:07:00,1
2019-03-30 06:17:00,1
2019-03-30 06:37:00,1
2019-03-30 07:33:00,1
2019-03-30 07:34:00,1
2019-03-30 07:36:00,3
2019-03-30 07:37:00,3
2019-03-30 07:38:00,1
2019-03-30 07:39:00,1
2019-03-30 07:40:00,1
2019-03-30 07:41:00,4
2019-03-30 07:42:00,3
2019-03-30 07:43:00,1
2019-03-30 07:44:00,2
2019-03-30 07:45:00,2
2019-03-30 07:46:00,2
2019-03-30 07:47:00,1
2019-03-30 07:48:00,5
2019-03-30 07:49:00,4
2019-03-30 07:50:00,2
2019-03-30 07:51:00,3
2019-03-30 07:52:00,5
2019-03-30 07:53:00,4
2019-03-30 07:54:00,3
2019-03-30 07:55:00,4
2019-03-30 07:56:00,6
2019-03-30 07:57:00,4
2019-03-30 07:58:00,5
2019-03-30 07:59:00,5
2019-03-30 08:00:00,3
2019-03-30 08:01:00,5
2019-03-30 08:02:00,3
2019-03-30 08:05:00,2
2019-03-30 08:06:00,2
2019-03-30 08:07:00,1
2019-03-30 08:08:00,3
2019-03-30 08:09:00,1
2019-03-30 08:12:00,2
2019-03-30 08:14:00,1
2019-03-30 08:16:00,1
2019-03-30 08:18:00,2
2019-03-30 08:22:00,1
2019-03-30 08:24:00,1
2019-03-30 08:25:00,1
2019-03-30 08:28:00,1
2019-03-30 08:29:00,1
2019-03-30 08:31:00,1
2019-03-30 08:36:00,1
2019-03-30 09:15:00,1
2019-03-30 09:17:00,1
2019-03-30 09:27:00,1
2019-03-30 09:51:00,1
2019-03-30 10:27:00,1
2019-03-30 10:37:00,1
2019-03-30 10:47:00,1
2019-03-30 11:15:00,1
2019-03-30 11:28:00,1
2019-03-30 11:58:00,1
2019-03-30 12:18:00,1
2019-03-30 12:20:00,1
2019-03-30 12:39:00,1
2019-03-30 13:19:00,1
2019-03-30 13:21:00,2
2019-03-30 13:29:00,1
2019-03-30 13:49:00,1
2019-03-30 13:59:00,1
2019-03-30 14:31:00,1
2019-03-30 14:59:00,1
2019-03-30 15:10:00,1
2019-03-30 15:27:00,1
2019-03-30 15:29:00,1
2019-03-30 15:30:00,2
2019-03-30 15:40:00,1
2019-03-30 15:42:00,1
2019-03-30 15:43:00,1
2019-03-30 15:44:00,1
2019-03-30 15:47:00,2
2019-03-30 15:50:00,1
2019-03-30 15:52:00,1
2019-03-30 15:55:00,1
2019-03-30 16:09:00,1
2019-03-30 16:10:00,2
2019-03-30 16:11:00,1
2019-03-30 16:16:00,1
2019-03-30 16:17:00,2
2019-03-30 16:21:00,1
2019-03-30 16:24:00,1
2019-03-30 16:31:00,1
2019-03-30 16:33:00,1
2019-03-30 16:38:00,1
2019-03-30 16:40:00,1
2019-03-30 16:48:00,1
2019-03-30 16:55:00,1
2019-03-30 17:08:00,1
2019-03-30 17:15:00,1
2019-03-30 17:39:00,1
2019-03-30 17:42:00,1
2019-03-30 17:51:00,1
2019-03-30 17:53:00,1
2019-03-30 17:54:00,1
2019-03-30 17:57:00,1
2019-03-30 17:59:00,1
2019-03-30 18:01:00,1
2019-03-30 18:34:00,1
2019-03-30 19:05:00,1
2019-03-30 19:12:00,1
2019-03-30 19:27:00,1
2019-03-30 19:44:00,1
2019-03-30 19:46:00,1
2019-03-30 19:54:00,1
2019-03-30 20:00:00,1
2019-03-30 20:03:00,1
2019-03-30 20:44:00,1
2019-03-30 20:54:00,1
2019-03-30 21:03:00,1
2019-03-30 21:13:00,1
2019-03-30 21:16:00,1
2019-03-30 21:22:00,1
2019-03-30 21:50:00,1
2019-03-30 22:09:00,1
2019-03-30 22:19:00,1
2019-03-30 22:23:00,1
2019-03-30 22:28:00,1
2019-03-30 22:38:00,1
2019-03-30 22:57:00,1
2019-03-30 23:06:00,1
2019-03-30 23:25:00,1
2019-03-30 23:34:00,1
2019-03-30 23:35:00,1
2019-03-30 23:52:00,1
2019-03-30 23:53:00,1
