138,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-03-30 01:58:00,1
2019-03-30 02:58:00,1
2019-03-30 03:23:00,1
2019-03-30 03:58:00,1
2019-03-30 04:58:00,1
2019-03-30 05:18:00,9
2019-03-30 05:58:00,1
2019-03-30 06:58:00,1
2019-03-30 07:55:00,9
2019-03-30 07:56:00,10
2019-03-30 08:16:00,9
2019-03-30 08:56:00,1
2019-03-30 09:46:00,18
2019-03-30 09:57:00,1
2019-03-30 10:00:00,9
2019-03-30 10:58:00,1
2019-03-30 11:58:00,1
2019-03-30 12:42:00,1
2019-03-30 12:58:00,1
2019-03-30 13:15:00,1
2019-03-30 13:16:00,1
2019-03-30 13:17:00,1
2019-03-30 13:23:00,1
2019-03-30 13:25:00,1
2019-03-30 13:27:00,2
2019-03-30 13:28:00,1
2019-03-30 13:29:00,1
2019-03-30 13:31:00,1
2019-03-30 13:33:00,1
2019-03-30 13:34:00,2
2019-03-30 13:35:00,1
2019-03-30 13:36:00,2
2019-03-30 13:39:00,1
2019-03-30 13:40:00,2
2019-03-30 13:45:00,1
2019-03-30 13:46:00,1
2019-03-30 13:47:00,2
2019-03-30 13:53:00,9
2019-03-30 13:54:00,2
2019-03-30 13:55:00,2
2019-03-30 13:57:00,1
2019-03-30 14:58:00,1
2019-03-30 15:58:00,1
2019-03-30 16:58:00,1
2019-03-30 17:45:00,9
2019-03-30 17:58:00,1
2019-03-30 18:20:00,9
2019-03-30 18:58:00,1
2019-03-30 19:58:00,1
