3,"select dbo.fSDSS(ObjId) as ID, rowc, colc, dbo.fGetUrlNavId(p.ObjId) as URL from photoObj as p join specObj as s on p.objId = s.bestObjID where plate = #"
2019-05-30 18:00:00,1
2019-05-30 18:10:00,2
