699,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-30 12:32:00,22
2019-05-30 12:41:00,35
2019-05-30 12:42:00,37
2019-05-30 12:48:00,41
2019-05-30 13:03:00,107
2019-05-30 13:09:00,22
2019-05-30 13:55:00,21
2019-05-30 14:08:00,4
2019-05-30 14:09:00,51
2019-05-30 14:28:00,40
2019-05-30 14:29:00,34
2019-05-30 14:31:00,23
2019-05-30 14:32:00,15
2019-05-30 14:33:00,14
2019-05-30 14:36:00,129
2019-05-30 14:54:00,21
2019-05-30 15:22:00,33
2019-05-30 15:42:00,20
2019-05-30 16:01:00,30
