131,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-05-30 00:45:00,1
2019-05-30 01:45:00,1
2019-05-30 02:45:00,1
2019-05-30 03:34:00,1
2019-05-30 03:45:00,1
2019-05-30 04:44:00,1
2019-05-30 05:45:00,1
2019-05-30 05:50:00,1
2019-05-30 05:57:00,1
2019-05-30 06:45:00,1
2019-05-30 07:22:00,9
2019-05-30 07:24:00,9
2019-05-30 07:45:00,1
2019-05-30 07:54:00,1
2019-05-30 08:06:00,9
2019-05-30 08:44:00,1
2019-05-30 09:46:00,10
2019-05-30 10:45:00,1
2019-05-30 11:45:00,1
2019-05-30 12:44:00,1
2019-05-30 13:20:00,9
2019-05-30 13:40:00,9
2019-05-30 13:45:00,1
2019-05-30 14:14:00,9
2019-05-30 14:15:00,9
2019-05-30 14:16:00,9
2019-05-30 14:45:00,1
2019-05-30 15:45:00,1
2019-05-30 16:45:00,1
2019-05-30 16:49:00,1
2019-05-30 16:58:00,1
2019-05-30 17:07:00,1
2019-05-30 17:08:00,1
2019-05-30 17:10:00,1
2019-05-30 17:11:00,1
2019-05-30 17:45:00,1
2019-05-30 18:45:00,1
2019-05-30 18:47:00,1
2019-05-30 18:54:00,1
2019-05-30 19:09:00,9
2019-05-30 19:33:00,9
2019-05-30 19:45:00,1
