319,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-05-30 03:05:00,1
2019-05-30 03:38:00,1
2019-05-30 03:40:00,1
2019-05-30 07:32:00,6
2019-05-30 08:29:00,2
2019-05-30 09:06:00,1
2019-05-30 09:07:00,1
2019-05-30 13:00:00,1
2019-05-30 13:01:00,3
2019-05-30 13:02:00,1
2019-05-30 13:03:00,7
2019-05-30 13:06:00,10
2019-05-30 13:07:00,6
2019-05-30 13:11:00,12
2019-05-30 13:12:00,2
2019-05-30 13:15:00,1
2019-05-30 13:17:00,6
2019-05-30 13:18:00,4
2019-05-30 14:00:00,2
2019-05-30 14:01:00,3
2019-05-30 14:02:00,8
2019-05-30 14:03:00,2
2019-05-30 14:45:00,1
2019-05-30 15:00:00,1
2019-05-30 15:39:00,5
2019-05-30 15:40:00,9
2019-05-30 15:41:00,9
2019-05-30 15:42:00,12
2019-05-30 15:43:00,11
2019-05-30 15:44:00,6
2019-05-30 15:45:00,11
2019-05-30 15:46:00,13
2019-05-30 15:47:00,5
2019-05-30 16:02:00,11
2019-05-30 16:03:00,11
2019-05-30 16:04:00,17
2019-05-30 16:05:00,17
2019-05-30 16:06:00,18
2019-05-30 16:07:00,18
2019-05-30 16:08:00,17
2019-05-30 16:09:00,16
2019-05-30 16:22:00,15
2019-05-30 16:28:00,1
2019-05-30 16:29:00,2
2019-05-30 17:32:00,1
2019-05-30 18:18:00,1
2019-05-30 22:07:00,1
2019-05-30 22:08:00,1
2019-05-30 22:11:00,1
2019-05-30 22:37:00,1
2019-05-30 22:38:00,1
2019-05-30 22:39:00,2
2019-05-30 22:45:00,1
2019-05-30 23:18:00,1
2019-05-30 23:23:00,1
