15,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-05-30 02:52:00,1
2019-05-30 02:54:00,1
2019-05-30 03:11:00,1
2019-05-30 03:28:00,1
2019-05-30 16:13:00,1
2019-05-30 16:15:00,1
2019-05-30 16:18:00,1
2019-05-30 16:23:00,1
2019-05-30 16:32:00,1
2019-05-30 16:49:00,1
2019-05-30 21:20:00,1
2019-05-30 21:23:00,1
2019-05-30 21:28:00,1
2019-05-30 21:37:00,1
2019-05-30 21:54:00,1
