75,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-05-30 01:27:00,1
2019-05-30 01:35:00,1
2019-05-30 01:36:00,1
2019-05-30 02:03:00,1
2019-05-30 02:14:00,1
2019-05-30 03:08:00,1
2019-05-30 03:10:00,1
2019-05-30 04:11:00,1
2019-05-30 06:15:00,1
2019-05-30 06:28:00,1
2019-05-30 10:31:00,1
2019-05-30 11:01:00,1
2019-05-30 11:03:00,1
2019-05-30 11:08:00,1
2019-05-30 13:37:00,1
2019-05-30 13:39:00,1
2019-05-30 13:40:00,1
2019-05-30 14:36:00,1
2019-05-30 14:59:00,2
2019-05-30 15:06:00,1
2019-05-30 15:07:00,1
2019-05-30 15:08:00,1
2019-05-30 15:09:00,2
2019-05-30 15:10:00,2
2019-05-30 15:12:00,1
2019-05-30 15:14:00,1
2019-05-30 15:15:00,2
2019-05-30 15:16:00,4
2019-05-30 17:47:00,2
2019-05-30 17:59:00,1
2019-05-30 18:46:00,2
2019-05-30 18:47:00,1
2019-05-30 18:48:00,2
2019-05-30 18:50:00,1
2019-05-30 18:52:00,1
2019-05-30 18:53:00,3
2019-05-30 18:54:00,1
2019-05-30 19:14:00,1
2019-05-30 19:15:00,1
2019-05-30 19:25:00,1
2019-05-30 19:29:00,1
2019-05-30 20:47:00,4
2019-05-30 20:49:00,2
2019-05-30 20:53:00,1
2019-05-30 20:57:00,2
2019-05-30 20:58:00,1
2019-05-30 21:08:00,1
2019-05-30 21:09:00,1
2019-05-30 21:10:00,2
2019-05-30 21:28:00,1
2019-05-30 21:30:00,1
2019-05-30 22:09:00,1
2019-05-30 22:11:00,1
2019-05-30 22:14:00,1
2019-05-30 23:04:00,1
2019-05-30 23:33:00,1
2019-05-30 23:34:00,1
