2,"SELECT objID,u,g,r,i,z,petroR5#_r,petroR9#_r,Err_u,Err_g,Err_r,Err_i,Err_z,petroR5#Err_r,petroR9#Err_r into mydb.MyTable_# from Galaxy WHERE clean = # and r >= #"
2019-11-12 06:28:00,1
2019-11-12 06:33:00,1
