17,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-12 15:29:00,1
2019-11-12 15:38:00,1
2019-11-12 15:44:00,1
2019-11-12 15:47:00,1
2019-11-12 15:50:00,1
2019-11-12 15:53:00,1
2019-11-12 15:59:00,1
2019-11-12 16:08:00,1
2019-11-12 16:15:00,1
2019-11-12 16:21:00,1
2019-11-12 16:25:00,1
2019-11-12 16:29:00,1
2019-11-12 16:34:00,1
2019-11-12 16:40:00,1
2019-11-12 16:48:00,1
2019-11-12 16:55:00,1
2019-11-12 17:00:00,1
