5,"select ra,dec,u,g,r,i,z from Star where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-12 23:10:00,1
2019-11-12 23:11:00,1
2019-11-12 23:24:00,1
2019-11-12 23:25:00,1
2019-11-12 23:27:00,1
