67,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-12 00:45:00,1
2019-11-12 01:46:00,1
2019-11-12 02:45:00,1
2019-11-12 03:45:00,1
2019-11-12 04:46:00,1
2019-11-12 04:53:00,1
2019-11-12 05:49:00,1
2019-11-12 06:48:00,1
2019-11-12 07:48:00,1
2019-11-12 08:48:00,1
2019-11-12 08:54:00,1
2019-11-12 09:48:00,1
2019-11-12 10:50:00,1
2019-11-12 11:16:00,9
2019-11-12 11:50:00,1
2019-11-12 12:50:00,1
2019-11-12 13:11:00,9
2019-11-12 13:51:00,2
2019-11-12 13:57:00,1
2019-11-12 14:06:00,1
2019-11-12 14:11:00,1
2019-11-12 14:24:00,1
2019-11-12 14:36:00,1
2019-11-12 14:51:00,1
2019-11-12 14:55:00,1
2019-11-12 15:05:00,1
2019-11-12 15:31:00,9
2019-11-12 15:44:00,1
2019-11-12 15:45:00,1
2019-11-12 15:51:00,1
2019-11-12 16:36:00,9
2019-11-12 16:50:00,1
2019-11-12 17:50:00,1
2019-11-12 18:50:00,1
