22,select * from Field where fieldId=#
2019-11-12 01:04:00,1
2019-11-12 01:05:00,1
2019-11-12 02:23:00,1
2019-11-12 04:31:00,1
2019-11-12 04:56:00,1
2019-11-12 06:17:00,1
2019-11-12 06:30:00,1
2019-11-12 13:27:00,1
2019-11-12 14:50:00,1
2019-11-12 16:35:00,1
2019-11-12 17:48:00,1
2019-11-12 17:58:00,1
2019-11-12 18:16:00,1
2019-11-12 18:30:00,1
2019-11-12 19:22:00,1
2019-11-12 19:42:00,2
2019-11-12 21:32:00,1
2019-11-12 21:44:00,1
2019-11-12 22:53:00,1
2019-11-12 22:55:00,1
2019-11-12 23:46:00,1
