48,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-25 00:34:00,1
2019-12-25 00:42:00,1
2019-12-25 01:08:00,1
2019-12-25 01:18:00,1
2019-12-25 01:25:00,1
2019-12-25 01:28:00,1
2019-12-25 01:32:00,1
2019-12-25 01:38:00,1
2019-12-25 01:41:00,1
2019-12-25 01:44:00,1
2019-12-25 01:56:00,1
2019-12-25 03:59:00,1
2019-12-25 10:59:00,1
2019-12-25 11:03:00,1
2019-12-25 11:09:00,1
2019-12-25 11:20:00,1
2019-12-25 11:38:00,1
2019-12-25 11:49:00,1
2019-12-25 12:02:00,2
2019-12-25 12:43:00,1
2019-12-25 12:56:00,1
2019-12-25 13:05:00,1
2019-12-25 13:27:00,1
2019-12-25 13:32:00,1
2019-12-25 14:13:00,1
2019-12-25 16:35:00,1
2019-12-25 16:47:00,1
2019-12-25 17:05:00,1
2019-12-25 18:42:00,1
2019-12-25 20:24:00,1
2019-12-25 20:31:00,1
2019-12-25 20:37:00,1
2019-12-25 20:56:00,1
2019-12-25 21:11:00,1
2019-12-25 21:47:00,1
2019-12-25 21:54:00,1
2019-12-25 22:00:00,1
2019-12-25 22:10:00,1
2019-12-25 22:19:00,1
2019-12-25 22:25:00,1
2019-12-25 22:31:00,1
2019-12-25 22:47:00,1
2019-12-25 22:48:00,1
2019-12-25 22:49:00,1
2019-12-25 22:54:00,1
2019-12-25 22:58:00,1
2019-12-25 23:10:00,1
