188336,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-25 00:00:00,125
2019-12-25 00:01:00,118
2019-12-25 00:02:00,136
2019-12-25 00:03:00,132
2019-12-25 00:04:00,107
2019-12-25 00:05:00,138
2019-12-25 00:06:00,125
2019-12-25 00:07:00,138
2019-12-25 00:08:00,128
2019-12-25 00:09:00,112
2019-12-25 00:10:00,125
2019-12-25 00:11:00,113
2019-12-25 00:12:00,138
2019-12-25 00:13:00,125
2019-12-25 00:14:00,141
2019-12-25 00:15:00,134
2019-12-25 00:16:00,131
2019-12-25 00:17:00,141
2019-12-25 00:18:00,117
2019-12-25 00:19:00,110
2019-12-25 00:20:00,126
2019-12-25 00:21:00,136
2019-12-25 00:22:00,123
2019-12-25 00:23:00,136
2019-12-25 00:24:00,135
2019-12-25 00:25:00,141
2019-12-25 00:26:00,133
2019-12-25 00:27:00,129
2019-12-25 00:28:00,108
2019-12-25 00:29:00,127
2019-12-25 00:30:00,130
2019-12-25 00:31:00,137
2019-12-25 00:32:00,138
2019-12-25 00:33:00,131
2019-12-25 00:34:00,140
2019-12-25 00:35:00,132
2019-12-25 00:36:00,127
2019-12-25 00:37:00,110
2019-12-25 00:38:00,131
2019-12-25 00:39:00,120
2019-12-25 00:40:00,138
2019-12-25 00:41:00,135
2019-12-25 00:42:00,136
2019-12-25 00:43:00,138
2019-12-25 00:44:00,133
2019-12-25 00:45:00,128
2019-12-25 00:46:00,114
2019-12-25 00:47:00,117
2019-12-25 00:48:00,137
2019-12-25 00:49:00,131
2019-12-25 00:50:00,139
2019-12-25 00:51:00,135
2019-12-25 00:52:00,137
2019-12-25 00:53:00,139
2019-12-25 00:54:00,119
2019-12-25 00:55:00,130
2019-12-25 00:56:00,112
2019-12-25 00:57:00,133
2019-12-25 00:58:00,134
2019-12-25 00:59:00,124
2019-12-25 01:00:00,113
2019-12-25 01:01:00,113
2019-12-25 01:02:00,36
2019-12-25 01:03:00,36
2019-12-25 01:04:00,120
2019-12-25 01:05:00,126
2019-12-25 01:06:00,96
2019-12-25 01:07:00,132
2019-12-25 01:08:00,131
2019-12-25 01:09:00,115
2019-12-25 01:10:00,98
2019-12-25 01:11:00,114
2019-12-25 01:12:00,117
2019-12-25 01:13:00,139
2019-12-25 01:14:00,139
2019-12-25 01:15:00,139
2019-12-25 01:16:00,130
2019-12-25 01:17:00,115
2019-12-25 01:18:00,129
2019-12-25 01:19:00,128
2019-12-25 01:20:00,127
2019-12-25 01:21:00,136
2019-12-25 01:22:00,140
2019-12-25 01:23:00,139
2019-12-25 01:24:00,139
2019-12-25 01:25:00,139
2019-12-25 01:26:00,139
2019-12-25 01:27:00,94
2019-12-25 01:28:00,113
2019-12-25 01:29:00,124
2019-12-25 01:30:00,124
2019-12-25 01:31:00,139
2019-12-25 01:32:00,139
2019-12-25 01:33:00,139
2019-12-25 01:34:00,125
2019-12-25 01:35:00,137
2019-12-25 01:36:00,129
2019-12-25 01:37:00,123
2019-12-25 01:38:00,124
2019-12-25 01:39:00,137
2019-12-25 01:40:00,143
2019-12-25 01:41:00,137
2019-12-25 01:42:00,139
2019-12-25 01:43:00,126
2019-12-25 01:44:00,139
2019-12-25 01:45:00,128
2019-12-25 01:46:00,129
2019-12-25 01:47:00,130
2019-12-25 01:48:00,137
2019-12-25 01:49:00,140
2019-12-25 01:50:00,139
2019-12-25 01:51:00,125
2019-12-25 01:52:00,140
2019-12-25 01:53:00,138
2019-12-25 01:54:00,125
2019-12-25 01:55:00,127
2019-12-25 01:56:00,126
2019-12-25 01:57:00,137
2019-12-25 01:58:00,138
2019-12-25 01:59:00,118
2019-12-25 02:00:00,115
2019-12-25 02:01:00,128
2019-12-25 02:02:00,127
2019-12-25 02:03:00,137
2019-12-25 02:04:00,141
2019-12-25 02:05:00,139
2019-12-25 02:06:00,139
2019-12-25 02:07:00,139
2019-12-25 02:08:00,140
2019-12-25 02:09:00,129
2019-12-25 02:10:00,118
2019-12-25 02:11:00,114
2019-12-25 02:12:00,133
2019-12-25 02:13:00,134
2019-12-25 02:14:00,136
2019-12-25 02:15:00,135
2019-12-25 02:16:00,129
2019-12-25 02:17:00,137
2019-12-25 02:18:00,138
2019-12-25 02:19:00,136
2019-12-25 02:20:00,134
2019-12-25 02:21:00,116
2019-12-25 02:22:00,138
2019-12-25 02:23:00,137
2019-12-25 02:24:00,136
2019-12-25 02:25:00,135
2019-12-25 02:26:00,136
2019-12-25 02:27:00,137
2019-12-25 02:28:00,137
2019-12-25 02:29:00,136
2019-12-25 02:30:00,135
2019-12-25 02:31:00,136
2019-12-25 02:32:00,137
2019-12-25 02:33:00,106
2019-12-25 02:34:00,137
2019-12-25 02:35:00,138
2019-12-25 02:36:00,135
2019-12-25 02:37:00,137
2019-12-25 02:38:00,136
2019-12-25 02:39:00,135
2019-12-25 02:40:00,138
2019-12-25 02:41:00,135
2019-12-25 02:42:00,135
2019-12-25 02:43:00,136
2019-12-25 02:44:00,108
2019-12-25 02:45:00,138
2019-12-25 02:46:00,133
2019-12-25 02:47:00,138
2019-12-25 02:48:00,134
2019-12-25 02:49:00,137
2019-12-25 02:50:00,138
2019-12-25 02:51:00,136
