357,select * from fDocFunctionParams(&&&)
2019-12-25 00:17:00,2
2019-12-25 00:26:00,2
2019-12-25 01:35:00,1
2019-12-25 01:36:00,11
2019-12-25 01:37:00,15
2019-12-25 01:38:00,13
2019-12-25 01:39:00,3
2019-12-25 02:01:00,1
2019-12-25 02:18:00,1
2019-12-25 02:45:00,3
2019-12-25 02:50:00,1
2019-12-25 03:51:00,2
2019-12-25 04:42:00,1
2019-12-25 04:43:00,3
2019-12-25 04:58:00,1
2019-12-25 05:06:00,1
2019-12-25 05:55:00,1
2019-12-25 06:23:00,2
2019-12-25 07:25:00,1
2019-12-25 09:13:00,1
2019-12-25 09:14:00,3
2019-12-25 09:31:00,4
2019-12-25 09:32:00,30
2019-12-25 09:33:00,31
2019-12-25 09:34:00,41
2019-12-25 09:35:00,39
2019-12-25 09:36:00,37
2019-12-25 09:37:00,40
2019-12-25 09:38:00,28
2019-12-25 09:39:00,12
2019-12-25 10:20:00,2
2019-12-25 10:42:00,2
2019-12-25 11:59:00,1
2019-12-25 12:26:00,2
2019-12-25 13:20:00,3
2019-12-25 15:12:00,1
2019-12-25 17:16:00,1
2019-12-25 17:53:00,3
2019-12-25 18:11:00,3
2019-12-25 21:32:00,3
2019-12-25 21:49:00,1
2019-12-25 21:55:00,2
2019-12-25 22:20:00,1
2019-12-25 23:10:00,1
