16,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-12-25 01:14:00,1
2019-12-25 01:24:00,1
2019-12-25 01:33:00,1
2019-12-25 01:50:00,1
2019-12-25 02:28:00,1
2019-12-25 02:30:00,1
2019-12-25 02:33:00,1
2019-12-25 02:38:00,1
2019-12-25 02:47:00,1
2019-12-25 03:04:00,1
2019-12-25 04:20:00,1
2019-12-25 04:22:00,1
2019-12-25 04:25:00,1
2019-12-25 04:30:00,1
2019-12-25 04:39:00,1
2019-12-25 04:56:00,1
