18,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-05-07 11:14:00,1
2019-05-07 11:15:00,3
2019-05-07 11:22:00,1
2019-05-07 11:31:00,2
2019-05-07 12:05:00,1
2019-05-07 12:06:00,2
2019-05-07 12:13:00,3
2019-05-07 12:14:00,2
2019-05-07 13:54:00,1
2019-05-07 16:33:00,1
2019-05-07 16:34:00,1
