34,"select name, type, description from DBObjects where  type in (&&&,&&&) and access=&&& and UPPER(name) like &&&"
2019-05-07 01:55:00,1
2019-05-07 03:34:00,1
2019-05-07 05:17:00,1
2019-05-07 06:43:00,1
2019-05-07 06:44:00,9
2019-05-07 06:45:00,1
2019-05-07 09:15:00,1
2019-05-07 09:17:00,1
2019-05-07 17:36:00,1
2019-05-07 19:06:00,1
2019-05-07 19:10:00,1
2019-05-07 19:11:00,1
2019-05-07 19:37:00,1
2019-05-07 19:53:00,1
2019-05-07 19:58:00,2
2019-05-07 20:47:00,2
2019-05-07 21:06:00,6
2019-05-07 23:57:00,2
