12,"SELECT  p.ra , p.dec , p.dered_u, p.dered_r , s.z FROM  PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE  s.z BETWEEN # and # AND s.zWarning=# AND s.class=&&&"
2019-05-07 13:59:00,1
2019-05-07 14:01:00,1
2019-05-07 14:02:00,1
2019-05-07 14:03:00,1
2019-05-07 14:07:00,1
2019-05-07 14:08:00,1
2019-05-07 14:09:00,1
2019-05-07 14:10:00,1
2019-05-07 14:11:00,1
2019-05-07 14:13:00,1
2019-05-07 14:16:00,1
2019-05-07 14:17:00,1
