448,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-05-07 20:37:00,1
2019-05-07 20:52:00,5
2019-05-07 20:53:00,10
2019-05-07 20:54:00,10
2019-05-07 20:55:00,10
2019-05-07 20:56:00,8
2019-05-07 20:57:00,4
2019-05-07 20:58:00,5
2019-05-07 20:59:00,6
2019-05-07 21:00:00,2
2019-05-07 21:01:00,6
2019-05-07 21:02:00,7
2019-05-07 21:03:00,8
2019-05-07 21:04:00,8
2019-05-07 21:05:00,4
2019-05-07 21:06:00,9
2019-05-07 21:07:00,8
2019-05-07 21:08:00,6
2019-05-07 21:09:00,4
2019-05-07 21:10:00,6
2019-05-07 21:11:00,3
2019-05-07 21:12:00,5
2019-05-07 21:13:00,3
2019-05-07 21:14:00,5
2019-05-07 21:15:00,6
2019-05-07 21:16:00,5
2019-05-07 21:17:00,5
2019-05-07 21:18:00,9
2019-05-07 21:19:00,9
2019-05-07 21:20:00,5
2019-05-07 21:21:00,10
2019-05-07 21:22:00,5
2019-05-07 21:23:00,7
2019-05-07 21:24:00,8
2019-05-07 21:25:00,9
2019-05-07 21:26:00,10
2019-05-07 21:27:00,7
2019-05-07 21:28:00,8
2019-05-07 21:29:00,8
2019-05-07 21:30:00,9
2019-05-07 21:31:00,7
2019-05-07 21:32:00,9
2019-05-07 21:33:00,3
2019-05-07 21:34:00,8
2019-05-07 21:35:00,7
2019-05-07 21:36:00,7
2019-05-07 21:37:00,8
2019-05-07 21:38:00,6
2019-05-07 21:39:00,9
2019-05-07 21:40:00,9
2019-05-07 21:41:00,3
2019-05-07 21:42:00,7
2019-05-07 21:43:00,10
2019-05-07 21:44:00,4
2019-05-07 21:45:00,3
2019-05-07 21:46:00,10
2019-05-07 21:47:00,7
2019-05-07 21:48:00,8
2019-05-07 21:49:00,8
2019-05-07 21:50:00,9
2019-05-07 21:51:00,10
2019-05-07 21:52:00,5
2019-05-07 21:53:00,10
2019-05-07 21:54:00,7
2019-05-07 21:55:00,7
2019-05-07 21:56:00,4
