514,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-05-07 16:49:00,3
2019-05-07 16:50:00,31
2019-05-07 16:51:00,45
2019-05-07 16:52:00,34
2019-05-07 16:53:00,18
2019-05-07 16:54:00,24
2019-05-07 16:55:00,21
2019-05-07 16:56:00,6
2019-05-07 17:08:00,1
2019-05-07 17:10:00,1
2019-05-07 17:19:00,1
2019-05-07 17:20:00,1
2019-05-07 17:21:00,1
2019-05-07 17:25:00,16
2019-05-07 17:26:00,36
2019-05-07 17:27:00,36
2019-05-07 17:28:00,35
2019-05-07 17:29:00,32
2019-05-07 17:30:00,15
2019-05-07 17:32:00,1
2019-05-07 17:37:00,1
2019-05-07 19:07:00,1
2019-05-07 19:14:00,20
2019-05-07 19:15:00,23
2019-05-07 19:16:00,22
2019-05-07 19:17:00,12
2019-05-07 19:30:00,1
2019-05-07 19:31:00,1
2019-05-07 19:36:00,1
2019-05-07 19:38:00,19
2019-05-07 19:39:00,33
2019-05-07 19:40:00,21
2019-05-07 19:44:00,1
