3,"select    top #   p.objid, p.ra, p.dec   into    mydb.stripe8#   from    PhotoPrimary as p, run as f        where      p.run   = f.run and     p.rerun = f.rerun and     f.stripe= #"
2019-06-17 07:03:00,1
2019-06-17 07:04:00,1
2019-06-17 07:05:00,1
