358,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-17 12:37:00,24
2019-06-17 12:50:00,46
2019-06-17 12:51:00,21
2019-06-17 13:04:00,40
2019-06-17 13:05:00,6
2019-06-17 13:10:00,20
2019-06-17 13:11:00,6
2019-06-17 13:12:00,1
2019-06-17 13:13:00,3
2019-06-17 13:17:00,28
2019-06-17 13:30:00,15
2019-06-17 13:39:00,7
2019-06-17 13:40:00,11
2019-06-17 13:45:00,42
2019-06-17 13:50:00,9
2019-06-17 14:17:00,11
2019-06-17 14:19:00,16
2019-06-17 14:29:00,34
2019-06-17 14:34:00,8
2019-06-17 14:38:00,10
