69,select * from SpecLine where specObjId=#
2019-06-17 01:17:00,1
2019-06-17 06:36:00,1
2019-06-17 09:36:00,1
2019-06-17 09:58:00,1
2019-06-17 12:24:00,1
2019-06-17 15:17:00,1
2019-06-17 15:18:00,2
2019-06-17 15:19:00,1
2019-06-17 15:21:00,2
2019-06-17 15:23:00,2
2019-06-17 15:40:00,2
2019-06-17 15:59:00,3
2019-06-17 16:04:00,1
2019-06-17 16:08:00,1
2019-06-17 16:12:00,1
2019-06-17 16:15:00,1
2019-06-17 16:25:00,3
2019-06-17 16:34:00,2
2019-06-17 16:39:00,2
2019-06-17 16:42:00,1
2019-06-17 16:46:00,1
2019-06-17 16:48:00,1
2019-06-17 16:51:00,1
2019-06-17 16:53:00,1
2019-06-17 16:56:00,2
2019-06-17 17:03:00,1
2019-06-17 17:06:00,1
2019-06-17 17:08:00,1
2019-06-17 17:11:00,1
2019-06-17 17:13:00,1
2019-06-17 17:15:00,1
2019-06-17 17:18:00,1
2019-06-17 17:20:00,1
2019-06-17 17:22:00,1
2019-06-17 17:24:00,1
2019-06-17 17:25:00,1
2019-06-17 17:27:00,1
2019-06-17 17:28:00,2
2019-06-17 17:36:00,3
2019-06-17 17:39:00,2
2019-06-17 17:41:00,1
2019-06-17 17:42:00,1
2019-06-17 17:48:00,1
2019-06-17 17:50:00,2
2019-06-17 17:52:00,1
2019-06-17 17:54:00,1
2019-06-17 19:01:00,1
2019-06-17 20:30:00,1
2019-06-17 21:06:00,1
2019-06-17 21:21:00,1
2019-06-17 22:29:00,1
2019-06-17 23:08:00,1
2019-06-17 23:12:00,1
