290,select * from dbo.fDocColumns(&&&)
2019-06-17 00:01:00,1
2019-06-17 00:15:00,1
2019-06-17 00:29:00,2
2019-06-17 00:34:00,1
2019-06-17 00:45:00,2
2019-06-17 00:51:00,1
2019-06-17 00:53:00,1
2019-06-17 00:59:00,2
2019-06-17 01:01:00,1
2019-06-17 01:06:00,1
2019-06-17 01:14:00,1
2019-06-17 01:21:00,1
2019-06-17 01:32:00,1
2019-06-17 01:46:00,1
2019-06-17 01:47:00,1
2019-06-17 02:10:00,1
2019-06-17 02:13:00,1
2019-06-17 02:22:00,3
2019-06-17 02:50:00,1
2019-06-17 03:10:00,1
2019-06-17 03:11:00,1
2019-06-17 03:17:00,1
2019-06-17 03:21:00,1
2019-06-17 03:23:00,1
2019-06-17 03:26:00,1
2019-06-17 03:28:00,1
2019-06-17 03:37:00,1
2019-06-17 03:44:00,1
2019-06-17 04:03:00,2
2019-06-17 04:13:00,1
2019-06-17 04:15:00,1
2019-06-17 04:16:00,1
2019-06-17 04:27:00,1
2019-06-17 04:35:00,1
2019-06-17 04:44:00,1
2019-06-17 04:51:00,3
2019-06-17 04:55:00,1
2019-06-17 04:59:00,1
2019-06-17 05:02:00,2
2019-06-17 05:15:00,1
2019-06-17 05:18:00,1
2019-06-17 05:24:00,1
2019-06-17 05:34:00,1
2019-06-17 06:17:00,1
2019-06-17 06:49:00,1
2019-06-17 07:22:00,1
2019-06-17 07:28:00,1
2019-06-17 07:35:00,1
2019-06-17 07:42:00,2
2019-06-17 07:43:00,1
2019-06-17 07:45:00,1
2019-06-17 08:14:00,2
2019-06-17 08:18:00,1
2019-06-17 08:27:00,1
2019-06-17 08:28:00,1
2019-06-17 09:00:00,1
2019-06-17 09:23:00,1
2019-06-17 09:49:00,1
2019-06-17 10:12:00,1
2019-06-17 10:37:00,1
2019-06-17 10:39:00,1
2019-06-17 10:44:00,2
2019-06-17 10:51:00,1
2019-06-17 10:56:00,1
2019-06-17 10:57:00,1
2019-06-17 10:59:00,2
2019-06-17 11:00:00,1
2019-06-17 11:01:00,1
2019-06-17 11:02:00,1
2019-06-17 11:06:00,2
2019-06-17 11:22:00,1
2019-06-17 11:42:00,1
2019-06-17 11:49:00,1
2019-06-17 11:56:00,1
2019-06-17 12:06:00,2
2019-06-17 12:15:00,1
2019-06-17 12:29:00,1
2019-06-17 12:32:00,1
2019-06-17 12:34:00,2
2019-06-17 12:35:00,2
2019-06-17 12:48:00,2
2019-06-17 12:59:00,1
2019-06-17 13:02:00,1
2019-06-17 13:36:00,1
2019-06-17 13:45:00,2
2019-06-17 14:12:00,2
2019-06-17 14:15:00,2
2019-06-17 14:27:00,5
2019-06-17 14:28:00,5
2019-06-17 14:29:00,1
2019-06-17 14:38:00,1
2019-06-17 14:47:00,2
2019-06-17 14:49:00,1
2019-06-17 14:57:00,1
2019-06-17 15:02:00,1
2019-06-17 15:03:00,1
2019-06-17 15:04:00,1
2019-06-17 15:05:00,1
2019-06-17 15:31:00,2
2019-06-17 15:54:00,2
2019-06-17 16:00:00,1
2019-06-17 16:08:00,10
2019-06-17 16:09:00,4
2019-06-17 16:11:00,1
2019-06-17 16:14:00,1
2019-06-17 16:19:00,1
2019-06-17 16:21:00,1
2019-06-17 16:22:00,4
2019-06-17 16:24:00,4
2019-06-17 16:28:00,1
2019-06-17 16:29:00,1
2019-06-17 16:35:00,1
2019-06-17 16:48:00,1
2019-06-17 16:52:00,2
2019-06-17 17:07:00,1
2019-06-17 17:10:00,1
2019-06-17 17:12:00,1
2019-06-17 17:21:00,1
2019-06-17 17:26:00,4
2019-06-17 17:50:00,1
2019-06-17 18:05:00,1
2019-06-17 18:10:00,2
2019-06-17 18:11:00,2
2019-06-17 18:14:00,1
2019-06-17 18:22:00,2
2019-06-17 18:23:00,1
2019-06-17 18:30:00,1
2019-06-17 18:37:00,2
2019-06-17 18:41:00,1
2019-06-17 18:45:00,1
2019-06-17 19:10:00,2
2019-06-17 19:13:00,1
2019-06-17 19:14:00,1
2019-06-17 19:15:00,2
2019-06-17 19:16:00,1
2019-06-17 19:17:00,1
2019-06-17 19:18:00,2
2019-06-17 19:20:00,3
2019-06-17 19:21:00,1
2019-06-17 19:35:00,1
2019-06-17 19:40:00,1
2019-06-17 19:41:00,1
2019-06-17 19:46:00,1
2019-06-17 19:47:00,1
2019-06-17 19:58:00,1
2019-06-17 20:13:00,1
2019-06-17 20:14:00,1
2019-06-17 20:20:00,1
2019-06-17 20:23:00,3
2019-06-17 20:26:00,1
2019-06-17 20:28:00,1
2019-06-17 20:30:00,1
2019-06-17 20:32:00,2
2019-06-17 20:33:00,1
2019-06-17 20:38:00,1
2019-06-17 20:43:00,2
2019-06-17 20:44:00,2
