10972,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-06-17 00:00:00,32
2019-06-17 00:04:00,19
2019-06-17 00:06:00,10
2019-06-17 00:07:00,10
2019-06-17 00:08:00,5
2019-06-17 00:10:00,32
2019-06-17 00:14:00,19
2019-06-17 00:16:00,10
2019-06-17 00:17:00,10
2019-06-17 00:18:00,5
2019-06-17 00:20:00,34
2019-06-17 00:24:00,19
2019-06-17 00:26:00,10
2019-06-17 00:27:00,10
2019-06-17 00:28:00,5
2019-06-17 00:30:00,28
2019-06-17 00:31:00,4
2019-06-17 00:34:00,19
2019-06-17 00:36:00,10
2019-06-17 00:37:00,9
2019-06-17 00:38:00,6
2019-06-17 00:40:00,30
2019-06-17 00:41:00,2
2019-06-17 00:44:00,19
2019-06-17 00:46:00,10
2019-06-17 00:47:00,10
2019-06-17 00:48:00,5
2019-06-17 00:50:00,30
2019-06-17 00:51:00,2
2019-06-17 00:54:00,19
2019-06-17 00:56:00,10
2019-06-17 00:57:00,10
2019-06-17 00:58:00,5
2019-06-17 01:00:00,30
2019-06-17 01:01:00,2
2019-06-17 01:04:00,19
2019-06-17 01:06:00,10
2019-06-17 01:07:00,10
2019-06-17 01:08:00,5
2019-06-17 01:10:00,30
2019-06-17 01:11:00,2
2019-06-17 01:14:00,19
2019-06-17 01:16:00,10
2019-06-17 01:17:00,10
2019-06-17 01:18:00,5
2019-06-17 01:20:00,30
2019-06-17 01:21:00,2
2019-06-17 01:24:00,19
2019-06-17 01:26:00,10
2019-06-17 01:27:00,10
2019-06-17 01:28:00,5
2019-06-17 01:30:00,30
2019-06-17 01:31:00,2
2019-06-17 01:34:00,19
2019-06-17 01:36:00,10
2019-06-17 01:37:00,9
2019-06-17 01:38:00,6
2019-06-17 01:40:00,30
2019-06-17 01:41:00,2
2019-06-17 01:44:00,19
2019-06-17 01:46:00,10
2019-06-17 01:47:00,10
2019-06-17 01:48:00,5
2019-06-17 01:50:00,25
2019-06-17 01:51:00,7
2019-06-17 01:54:00,19
2019-06-17 01:56:00,10
2019-06-17 01:57:00,10
2019-06-17 01:58:00,5
2019-06-17 02:00:00,25
2019-06-17 02:01:00,7
2019-06-17 02:04:00,19
2019-06-17 02:06:00,10
2019-06-17 02:07:00,10
2019-06-17 02:08:00,5
2019-06-17 02:10:00,18
2019-06-17 02:11:00,14
2019-06-17 02:14:00,19
2019-06-17 02:16:00,10
2019-06-17 02:17:00,10
2019-06-17 02:18:00,5
2019-06-17 02:20:00,18
2019-06-17 02:21:00,14
2019-06-17 02:24:00,19
2019-06-17 02:26:00,10
2019-06-17 02:27:00,10
2019-06-17 02:28:00,5
2019-06-17 02:30:00,18
2019-06-17 02:31:00,14
2019-06-17 02:34:00,19
2019-06-17 02:36:00,10
2019-06-17 02:37:00,10
2019-06-17 02:38:00,5
2019-06-17 02:40:00,18
2019-06-17 02:41:00,14
2019-06-17 02:44:00,19
2019-06-17 02:46:00,10
2019-06-17 02:47:00,10
2019-06-17 02:48:00,5
2019-06-17 02:50:00,18
2019-06-17 02:51:00,14
2019-06-17 02:54:00,19
2019-06-17 02:56:00,10
2019-06-17 02:57:00,10
2019-06-17 02:58:00,5
2019-06-17 03:00:00,18
2019-06-17 03:01:00,14
2019-06-17 03:04:00,19
2019-06-17 03:06:00,10
2019-06-17 03:07:00,10
2019-06-17 03:08:00,5
2019-06-17 03:10:00,18
2019-06-17 03:11:00,14
2019-06-17 03:14:00,19
2019-06-17 03:16:00,10
2019-06-17 03:17:00,10
2019-06-17 03:18:00,5
2019-06-17 03:20:00,18
2019-06-17 03:21:00,14
2019-06-17 03:24:00,18
2019-06-17 03:25:00,1
2019-06-17 03:26:00,10
2019-06-17 03:27:00,10
2019-06-17 03:28:00,5
2019-06-17 03:30:00,18
2019-06-17 03:31:00,14
2019-06-17 03:34:00,18
2019-06-17 03:35:00,1
2019-06-17 03:36:00,10
2019-06-17 03:37:00,10
2019-06-17 03:38:00,5
2019-06-17 03:40:00,18
2019-06-17 03:41:00,14
2019-06-17 03:44:00,18
2019-06-17 03:45:00,1
2019-06-17 03:46:00,10
2019-06-17 03:47:00,10
2019-06-17 03:48:00,5
2019-06-17 03:50:00,18
2019-06-17 03:51:00,14
2019-06-17 03:54:00,18
2019-06-17 03:55:00,1
2019-06-17 03:56:00,10
2019-06-17 03:57:00,10
2019-06-17 03:58:00,5
2019-06-17 04:00:00,18
2019-06-17 04:01:00,14
2019-06-17 04:04:00,18
2019-06-17 04:05:00,1
2019-06-17 04:06:00,10
2019-06-17 04:07:00,10
2019-06-17 04:08:00,5
2019-06-17 04:10:00,18
2019-06-17 04:11:00,14
2019-06-17 04:14:00,18
2019-06-17 04:15:00,1
2019-06-17 04:16:00,10
2019-06-17 04:17:00,10
2019-06-17 04:18:00,5
2019-06-17 04:20:00,18
2019-06-17 04:21:00,14
2019-06-17 04:24:00,18
2019-06-17 04:25:00,1
2019-06-17 04:26:00,10
2019-06-17 04:27:00,10
2019-06-17 04:28:00,5
2019-06-17 04:30:00,18
2019-06-17 04:31:00,14
2019-06-17 04:34:00,18
2019-06-17 04:35:00,1
2019-06-17 04:36:00,10
2019-06-17 04:37:00,10
2019-06-17 04:38:00,7
2019-06-17 04:40:00,18
