62,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-17 02:22:00,1
2019-06-17 02:23:00,1
2019-06-17 03:32:00,1
2019-06-17 12:14:00,1
2019-06-17 14:15:00,1
2019-06-17 14:47:00,1
2019-06-17 16:53:00,1
2019-06-17 17:14:00,1
2019-06-17 17:17:00,1
2019-06-17 17:22:00,45
2019-06-17 17:26:00,2
2019-06-17 17:28:00,1
2019-06-17 18:22:00,1
2019-06-17 18:35:00,1
2019-06-17 18:37:00,1
2019-06-17 20:43:00,1
2019-06-17 20:45:00,1
