946,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-06-17 10:09:00,2
2019-06-17 10:10:00,3
2019-06-17 10:11:00,1
2019-06-17 11:30:00,2
2019-06-17 12:34:00,1
2019-06-17 13:18:00,1
2019-06-17 15:19:00,3
2019-06-17 15:20:00,8
2019-06-17 15:21:00,7
2019-06-17 15:22:00,7
2019-06-17 15:23:00,8
2019-06-17 15:24:00,6
2019-06-17 15:25:00,1
2019-06-17 15:26:00,3
2019-06-17 15:27:00,1
2019-06-17 15:28:00,2
2019-06-17 15:29:00,1
2019-06-17 15:30:00,5
2019-06-17 15:31:00,2
2019-06-17 15:32:00,2
2019-06-17 15:33:00,5
2019-06-17 15:34:00,1
2019-06-17 15:35:00,2
2019-06-17 15:37:00,3
2019-06-17 15:38:00,2
2019-06-17 15:39:00,5
2019-06-17 15:40:00,3
2019-06-17 15:41:00,3
2019-06-17 15:42:00,6
2019-06-17 15:43:00,1
2019-06-17 15:45:00,3
2019-06-17 15:46:00,3
2019-06-17 15:47:00,2
2019-06-17 15:48:00,2
2019-06-17 15:49:00,1
2019-06-17 15:50:00,5
2019-06-17 15:51:00,1
2019-06-17 15:52:00,8
2019-06-17 15:54:00,5
2019-06-17 15:55:00,1
2019-06-17 15:56:00,2
2019-06-17 15:59:00,5
2019-06-17 16:00:00,2
2019-06-17 16:02:00,3
2019-06-17 16:05:00,1
2019-06-17 16:06:00,2
2019-06-17 16:07:00,1
2019-06-17 16:08:00,2
2019-06-17 16:09:00,1
2019-06-17 16:10:00,1
2019-06-17 16:11:00,3
2019-06-17 16:12:00,2
2019-06-17 16:14:00,3
2019-06-17 16:15:00,3
2019-06-17 16:16:00,4
2019-06-17 16:17:00,7
2019-06-17 16:19:00,2
2019-06-17 16:20:00,6
2019-06-17 16:21:00,2
2019-06-17 16:22:00,2
2019-06-17 16:23:00,2
2019-06-17 16:24:00,3
2019-06-17 16:25:00,2
2019-06-17 16:26:00,3
2019-06-17 16:27:00,1
2019-06-17 16:28:00,4
2019-06-17 16:30:00,2
2019-06-17 16:31:00,3
2019-06-17 16:32:00,10
2019-06-17 16:34:00,2
2019-06-17 16:36:00,1
2019-06-17 16:37:00,1
2019-06-17 16:38:00,1
2019-06-17 16:39:00,3
2019-06-17 16:40:00,3
2019-06-17 16:41:00,1
2019-06-17 16:42:00,3
2019-06-17 16:43:00,3
2019-06-17 16:44:00,3
2019-06-17 16:45:00,3
2019-06-17 16:46:00,3
2019-06-17 16:47:00,2
2019-06-17 16:48:00,3
2019-06-17 16:49:00,2
2019-06-17 16:50:00,3
2019-06-17 16:51:00,1
2019-06-17 16:52:00,2
2019-06-17 16:53:00,5
2019-06-17 16:54:00,3
2019-06-17 16:55:00,2
2019-06-17 16:56:00,1
2019-06-17 16:58:00,2
2019-06-17 16:59:00,1
2019-06-17 17:00:00,1
2019-06-17 17:02:00,3
2019-06-17 17:03:00,2
2019-06-17 17:04:00,1
2019-06-17 17:05:00,2
