193,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-06-17 00:45:00,1
2019-06-17 01:45:00,10
2019-06-17 02:45:00,1
2019-06-17 03:46:00,1
2019-06-17 03:51:00,1
2019-06-17 04:16:00,9
2019-06-17 04:18:00,7
2019-06-17 04:19:00,20
2019-06-17 04:20:00,9
2019-06-17 04:45:00,1
2019-06-17 05:45:00,1
2019-06-17 06:23:00,9
2019-06-17 06:42:00,1
2019-06-17 06:43:00,8
2019-06-17 06:44:00,9
2019-06-17 06:46:00,1
2019-06-17 06:50:00,9
2019-06-17 07:13:00,1
2019-06-17 07:14:00,8
2019-06-17 07:46:00,1
2019-06-17 08:11:00,9
2019-06-17 08:46:00,1
2019-06-17 09:10:00,9
2019-06-17 09:13:00,9
2019-06-17 09:33:00,1
2019-06-17 09:46:00,1
2019-06-17 09:47:00,1
2019-06-17 09:51:00,1
2019-06-17 09:59:00,2
2019-06-17 10:08:00,1
2019-06-17 10:45:00,1
2019-06-17 11:25:00,9
2019-06-17 11:46:00,1
2019-06-17 12:39:00,9
2019-06-17 12:45:00,1
2019-06-17 13:24:00,9
2019-06-17 13:46:00,1
2019-06-17 14:45:00,1
2019-06-17 15:05:00,9
2019-06-17 15:09:00,1
2019-06-17 15:11:00,2
2019-06-17 15:46:00,1
2019-06-17 16:45:00,1
2019-06-17 17:45:00,1
2019-06-17 17:51:00,1
2019-06-17 18:45:00,1
2019-06-17 19:45:00,1
