43,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-06-17 02:14:00,1
2019-06-17 02:54:00,1
2019-06-17 04:18:00,1
2019-06-17 04:40:00,1
2019-06-17 06:33:00,2
2019-06-17 06:50:00,1
2019-06-17 07:04:00,1
2019-06-17 07:43:00,1
2019-06-17 07:45:00,2
2019-06-17 09:35:00,1
2019-06-17 10:55:00,1
2019-06-17 10:56:00,1
2019-06-17 12:52:00,1
2019-06-17 13:57:00,1
2019-06-17 14:08:00,1
2019-06-17 14:15:00,4
2019-06-17 16:21:00,1
2019-06-17 17:06:00,1
2019-06-17 18:06:00,2
2019-06-17 18:21:00,1
2019-06-17 18:25:00,1
2019-06-17 18:54:00,1
2019-06-17 21:20:00,1
2019-06-17 21:28:00,1
2019-06-17 21:37:00,1
2019-06-17 21:39:00,1
2019-06-17 21:53:00,1
2019-06-17 21:55:00,1
2019-06-17 21:57:00,1
2019-06-17 21:58:00,1
2019-06-17 21:59:00,1
2019-06-17 22:00:00,1
2019-06-17 22:01:00,1
2019-06-17 22:03:00,1
2019-06-17 22:40:00,1
2019-06-17 22:49:00,2
