44,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&'<a target=INFO href=http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx?id=&&& + cast(x.objId as varchar(#)) + &&&>&&&+ cast(x.objId as varchar(#)) + &&&</a>&&& as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field,  dbo.fPhotoTypeN(p.type) as type,  p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z  FROM #upload u  JOIN #x x ON x.up_id = u.up_id  JOIN PhotoTag p ON p.objID = x.objID  ORDER BY x.up_id  &&&#', @log=#, @filter=#"
2019-01-29 01:30:00,1
2019-01-29 01:59:00,1
2019-01-29 02:22:00,1
2019-01-29 05:46:00,1
2019-01-29 05:48:00,1
2019-01-29 05:49:00,1
2019-01-29 05:52:00,1
2019-01-29 05:54:00,1
2019-01-29 05:55:00,1
2019-01-29 05:57:00,1
2019-01-29 05:58:00,1
2019-01-29 06:00:00,1
2019-01-29 06:01:00,1
2019-01-29 06:04:00,1
2019-01-29 06:06:00,1
2019-01-29 06:07:00,1
2019-01-29 06:09:00,1
2019-01-29 06:57:00,1
2019-01-29 12:21:00,1
2019-01-29 13:25:00,1
2019-01-29 13:27:00,1
2019-01-29 13:29:00,1
2019-01-29 13:30:00,1
2019-01-29 13:49:00,1
2019-01-29 13:51:00,1
2019-01-29 13:52:00,1
2019-01-29 13:54:00,1
2019-01-29 13:55:00,1
2019-01-29 13:57:00,1
2019-01-29 13:59:00,1
2019-01-29 14:24:00,1
2019-01-29 15:14:00,1
2019-01-29 15:37:00,1
2019-01-29 15:38:00,3
2019-01-29 17:42:00,1
2019-01-29 17:44:00,1
2019-01-29 17:52:00,1
2019-01-29 17:58:00,1
2019-01-29 17:59:00,1
2019-01-29 20:53:00,1
2019-01-29 20:55:00,1
2019-01-29 20:57:00,1
