1683,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-29 16:58:00,1
2019-01-29 17:06:00,1
2019-01-29 17:15:00,1
2019-01-29 17:18:00,2
2019-01-29 17:20:00,1
2019-01-29 18:24:00,1
2019-01-29 18:30:00,4
2019-01-29 19:12:00,1
2019-01-29 19:13:00,1
2019-01-29 19:19:00,13
2019-01-29 19:21:00,28
2019-01-29 19:22:00,42
2019-01-29 19:23:00,36
2019-01-29 19:24:00,5
2019-01-29 19:25:00,3
2019-01-29 19:26:00,7
2019-01-29 19:27:00,2
2019-01-29 19:28:00,1
2019-01-29 19:29:00,6
2019-01-29 19:30:00,18
2019-01-29 19:31:00,35
2019-01-29 19:32:00,4
2019-01-29 19:34:00,8
2019-01-29 19:35:00,38
2019-01-29 19:36:00,26
2019-01-29 19:37:00,13
2019-01-29 19:38:00,24
2019-01-29 19:41:00,19
2019-01-29 19:42:00,30
2019-01-29 19:43:00,1
2019-01-29 19:44:00,8
2019-01-29 19:45:00,16
2019-01-29 19:53:00,40
2019-01-29 19:54:00,45
2019-01-29 19:55:00,58
2019-01-29 19:56:00,62
2019-01-29 19:57:00,94
2019-01-29 19:58:00,81
2019-01-29 19:59:00,26
2019-01-29 20:02:00,56
2019-01-29 20:03:00,31
2019-01-29 20:05:00,17
2019-01-29 20:06:00,65
2019-01-29 20:07:00,48
2019-01-29 20:11:00,8
2019-01-29 20:12:00,35
2019-01-29 20:17:00,16
2019-01-29 20:18:00,22
2019-01-29 20:19:00,1
2019-01-29 20:20:00,62
2019-01-29 20:24:00,27
2019-01-29 20:25:00,24
2019-01-29 20:26:00,23
2019-01-29 20:27:00,3
2019-01-29 20:28:00,24
2019-01-29 20:29:00,38
2019-01-29 20:30:00,3
2019-01-29 20:32:00,28
2019-01-29 20:33:00,33
2019-01-29 20:35:00,21
2019-01-29 20:36:00,21
2019-01-29 20:38:00,5
2019-01-29 20:39:00,26
2019-01-29 20:41:00,24
2019-01-29 20:42:00,60
2019-01-29 20:44:00,1
2019-01-29 20:45:00,10
2019-01-29 20:46:00,1
2019-01-29 20:47:00,15
2019-01-29 20:48:00,3
2019-01-29 20:51:00,1
2019-01-29 20:52:00,2
2019-01-29 20:53:00,17
2019-01-29 20:57:00,21
2019-01-29 21:00:00,42
2019-01-29 21:01:00,45
2019-01-29 21:02:00,2
