239,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-01-29 02:02:00,1
2019-01-29 02:03:00,1
2019-01-29 02:05:00,2
2019-01-29 02:06:00,1
2019-01-29 02:10:00,1
2019-01-29 02:15:00,2
2019-01-29 02:52:00,4
2019-01-29 02:55:00,4
2019-01-29 02:59:00,2
2019-01-29 03:00:00,2
2019-01-29 03:03:00,1
2019-01-29 03:04:00,2
2019-01-29 03:07:00,1
2019-01-29 03:08:00,1
2019-01-29 03:11:00,1
2019-01-29 03:14:00,2
2019-01-29 03:20:00,2
2019-01-29 03:21:00,2
2019-01-29 03:22:00,2
2019-01-29 03:23:00,2
2019-01-29 03:25:00,2
2019-01-29 03:26:00,2
2019-01-29 03:29:00,2
2019-01-29 03:35:00,2
2019-01-29 03:36:00,2
2019-01-29 03:38:00,4
2019-01-29 03:40:00,2
2019-01-29 03:42:00,1
2019-01-29 03:44:00,2
2019-01-29 03:51:00,4
2019-01-29 03:53:00,4
2019-01-29 03:56:00,2
2019-01-29 03:57:00,1
2019-01-29 04:00:00,2
2019-01-29 04:06:00,4
2019-01-29 04:09:00,4
2019-01-29 04:13:00,2
2019-01-29 04:14:00,2
2019-01-29 04:17:00,2
2019-01-29 04:20:00,1
2019-01-29 04:26:00,1
2019-01-29 04:29:00,1
2019-01-29 04:34:00,1
2019-01-29 04:38:00,2
2019-01-29 04:45:00,2
2019-01-29 04:47:00,2
2019-01-29 04:50:00,2
2019-01-29 04:53:00,2
2019-01-29 04:56:00,1
2019-01-29 04:57:00,1
2019-01-29 04:59:00,2
2019-01-29 05:04:00,2
2019-01-29 05:06:00,2
2019-01-29 05:08:00,2
2019-01-29 05:11:00,2
2019-01-29 05:13:00,2
2019-01-29 05:17:00,2
2019-01-29 05:20:00,2
2019-01-29 05:24:00,1
2019-01-29 05:25:00,1
2019-01-29 05:27:00,1
2019-01-29 05:30:00,2
2019-01-29 05:32:00,1
2019-01-29 05:35:00,1
2019-01-29 05:39:00,1
2019-01-29 05:46:00,2
2019-01-29 05:49:00,2
2019-01-29 05:51:00,2
2019-01-29 05:54:00,2
2019-01-29 05:56:00,2
2019-01-29 06:01:00,1
2019-01-29 06:03:00,1
2019-01-29 06:04:00,1
2019-01-29 06:08:00,2
2019-01-29 06:11:00,3
2019-01-29 06:14:00,2
2019-01-29 06:17:00,3
2019-01-29 06:21:00,3
2019-01-29 06:26:00,2
2019-01-29 06:30:00,2
2019-01-29 06:38:00,1
2019-01-29 06:43:00,1
2019-01-29 06:45:00,1
2019-01-29 06:49:00,2
2019-01-29 06:52:00,2
2019-01-29 06:56:00,2
2019-01-29 06:58:00,3
2019-01-29 07:03:00,2
2019-01-29 07:06:00,1
2019-01-29 07:09:00,3
2019-01-29 07:16:00,2
2019-01-29 07:18:00,2
2019-01-29 07:21:00,2
2019-01-29 07:23:00,3
2019-01-29 07:24:00,1
2019-01-29 07:26:00,2
2019-01-29 07:28:00,2
2019-01-29 07:30:00,2
2019-01-29 07:32:00,2
2019-01-29 07:33:00,2
2019-01-29 07:35:00,2
2019-01-29 07:37:00,2
2019-01-29 07:38:00,2
2019-01-29 07:40:00,2
2019-01-29 07:41:00,1
2019-01-29 07:42:00,1
2019-01-29 07:43:00,2
2019-01-29 07:44:00,2
2019-01-29 07:45:00,2
2019-01-29 07:47:00,1
2019-01-29 07:48:00,3
2019-01-29 07:51:00,2
2019-01-29 07:52:00,2
2019-01-29 07:54:00,4
2019-01-29 07:56:00,2
2019-01-29 07:59:00,4
2019-01-29 08:02:00,3
2019-01-29 08:04:00,2
2019-01-29 08:06:00,4
2019-01-29 08:07:00,1
2019-01-29 08:09:00,3
2019-01-29 08:12:00,2
