4,"SELECT   g.objID, g.ra, g.dec, g.type,    g.fieldID,    g.dered_r, g.dered_g, g.dered_i,   g.psfMag_r, g.fiberMag_r, g.petroMag_r, deVMag_r, expMag_r, modelMag_r, cModelMag_r,    g.extinction_r,    g.flags_r,   g.psffwhm_r,    s.z, s.zErr,    s.absMagR, s.kcorrR, 	   f.raMin, f.raMax, f.decMin, f.decMax,    f.nEffPsf_r, f.psfWidth_r,    r.stripe  into [myscratch:default].cat_#_#  FROM Galaxy AS g  JOIN Photoz AS s ON g.objID = s.objID JOIN Field AS f ON g.fieldID = f.fieldID JOIN Run AS r ON g.run = r.run   WHERE   ((g.dered_g < #) AND (g.dered_i < #) AND (g.dered_r < #) AND (g.dered_r > #))   AND (g.insideMask = #)   AND ((g.flags_r & #) != #)	   AND ((g.flags_r & #) = #)   AND (((g.flags_r & #) = #) OR (g.psfMagErr_r <= #))   AND (((g.flags_r & #) = #) OR (g.flags_r & #) = #)"
2019-01-29 04:39:00,2
2019-01-29 05:31:00,2
