86,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-29 02:07:00,1
2019-01-29 02:10:00,1
2019-01-29 02:17:00,1
2019-01-29 02:19:00,1
2019-01-29 02:21:00,1
2019-01-29 02:24:00,1
2019-01-29 02:25:00,1
2019-01-29 02:33:00,1
2019-01-29 02:34:00,1
2019-01-29 02:35:00,1
2019-01-29 03:08:00,1
2019-01-29 03:16:00,1
2019-01-29 03:26:00,1
2019-01-29 03:33:00,1
2019-01-29 03:35:00,1
2019-01-29 03:36:00,1
2019-01-29 03:43:00,1
2019-01-29 04:21:00,1
2019-01-29 04:24:00,1
2019-01-29 04:28:00,1
2019-01-29 05:59:00,1
2019-01-29 06:17:00,1
2019-01-29 06:21:00,1
2019-01-29 06:25:00,1
2019-01-29 06:28:00,1
2019-01-29 06:35:00,1
2019-01-29 06:38:00,1
2019-01-29 06:42:00,1
2019-01-29 06:45:00,1
2019-01-29 06:47:00,1
2019-01-29 06:53:00,1
2019-01-29 06:58:00,1
2019-01-29 07:02:00,1
2019-01-29 07:05:00,1
2019-01-29 07:10:00,1
2019-01-29 07:13:00,1
2019-01-29 07:16:00,1
2019-01-29 07:20:00,1
2019-01-29 07:24:00,1
2019-01-29 07:28:00,1
2019-01-29 07:47:00,1
2019-01-29 07:50:00,1
2019-01-29 07:54:00,1
2019-01-29 07:58:00,1
2019-01-29 08:00:00,1
2019-01-29 08:04:00,1
2019-01-29 08:07:00,1
2019-01-29 08:13:00,1
2019-01-29 08:16:00,1
2019-01-29 08:20:00,1
2019-01-29 08:22:00,1
2019-01-29 08:26:00,1
2019-01-29 08:31:00,1
2019-01-29 08:35:00,1
2019-01-29 08:36:00,1
2019-01-29 08:40:00,1
2019-01-29 08:42:00,1
2019-01-29 08:45:00,1
2019-01-29 08:49:00,1
2019-01-29 08:53:00,1
2019-01-29 08:58:00,1
2019-01-29 09:02:00,1
2019-01-29 09:07:00,1
2019-01-29 09:11:00,1
2019-01-29 09:13:00,1
2019-01-29 09:17:00,1
2019-01-29 09:21:00,1
2019-01-29 09:22:00,1
2019-01-29 10:57:00,1
2019-01-29 10:59:00,1
2019-01-29 11:04:00,1
2019-01-29 11:27:00,1
2019-01-29 12:14:00,1
2019-01-29 16:54:00,1
2019-01-29 17:14:00,1
2019-01-29 17:45:00,1
2019-01-29 17:55:00,1
2019-01-29 18:03:00,1
2019-01-29 18:45:00,1
2019-01-29 18:49:00,1
2019-01-29 19:08:00,1
2019-01-29 20:09:00,1
2019-01-29 21:36:00,1
2019-01-29 21:38:00,1
2019-01-29 21:41:00,1
2019-01-29 21:42:00,1
